Keuwl Accelerometer Data File
2016-06-30 22-03-47

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
2.7162390,1.051414,4.239185,9.992022,10.904891,23.610682,76.070435
2.7187531,1.015488,4.299060,9.867481,10.811120,24.116589,76.709679
2.7212915,0.934058,4.313430,9.829161,10.774532,24.180624,77.781464
2.7238369,0.991538,4.356541,9.831555,10.799170,24.439425,77.178040
2.7263544,0.833467,4.306245,9.750125,10.691275,24.220930,79.045937
2.7288733,0.996328,4.394861,9.821976,10.806418,24.645939,77.226776
2.7313919,0.967588,4.315825,9.889036,10.833079,24.097008,77.363510
2.7339213,0.833467,4.289480,9.951306,10.868431,23.706678,79.004166
2.7364571,0.816702,4.260740,9.996812,10.897575,23.459345,79.149117
2.7389765,0.728086,4.174519,9.989627,10.851238,22.986359,80.106453
2.7414978,0.673001,4.193679,10.035132,10.896961,22.940359,80.882927
2.7440188,0.562830,4.258345,10.195599,11.063477,22.845566,82.470802
2.7465363,0.404758,4.095484,10.298584,11.090430,21.782228,84.355766
2.7490575,0.428709,4.090693,10.253079,11.047317,21.858543,84.017189
2.7515779,0.500559,4.061953,10.370435,11.148808,21.536604,82.974792
2.7540991,0.411943,4.081113,10.511742,11.283700,21.316521,84.236145
2.7566223,0.431104,4.016448,10.605147,11.348430,20.851921,83.873642
2.7591152,0.337698,3.982918,10.681787,11.405186,20.516247,85.153679
2.7616496,0.282612,3.911067,10.698553,11.394532,20.129047,85.867012
2.7641814,0.222737,3.908672,10.971585,11.649164,19.638033,86.738510
2.7666988,0.251477,3.834426,11.115286,11.760767,19.070766,86.247688
2.7692201,0.126936,3.858377,11.201507,11.848077,19.015890,88.115715
2.7717404,0.126936,3.793711,11.369158,11.986080,18.462690,88.083618
2.7742448,0.136516,3.812871,11.503280,12.119492,18.349232,87.949455
2.7767618,0.043110,3.808081,11.699671,12.303887,18.030439,89.351395
2.7792816,0.007185,3.738626,11.776312,12.355520,17.613106,89.889885
2.7818005,-0.007185,3.729046,11.960728,12.528562,17.316164,90.110397
2.7843204,-0.014370,3.774551,11.989469,12.569598,17.475273,90.218132
2.7868416,-0.009580,3.642825,12.056529,12.594847,16.812012,90.150681
2.7893610,0.083826,3.599715,12.118799,12.642400,16.547535,88.666008
2.7918797,0.040715,3.594924,12.078084,12.601795,16.576120,89.351105
2.7943997,-0.071851,3.592530,12.030184,12.555347,16.630142,91.145760
2.7969177,-0.011975,3.530259,11.903248,12.415723,16.519358,90.194351
2.7994332,0.119751,3.515889,11.864927,12.375472,16.514986,88.049263
2.8019526,0.052690,3.618875,11.754756,12.299322,17.113466,89.165840
2.8044732,0.198787,3.582949,11.589500,12.132336,17.204103,86.824409
2.8069963,0.217947,3.566184,11.417059,11.963043,17.376905,86.502731
2.8095164,0.201182,3.587739,11.251802,11.811665,17.711414,86.790512
2.8120341,0.203577,3.654800,10.952425,11.547927,18.480400,86.811852
2.8145676,0.160466,3.786526,10.662627,11.316145,19.567247,87.573357
2.8170888,0.079036,3.899092,10.341695,11.052593,20.661654,88.838760
2.8196073,0.160466,4.049978,9.884246,10.682995,22.296673,87.731041
2.8221259,0.193997,4.033213,9.484278,10.308053,23.061592,87.246208
2.8246431,0.296982,4.136199,9.050779,9.955548,24.616096,85.893166
2.8271630,0.261057,4.210444,8.732242,9.697837,25.785107,86.452072
2.8296804,0.292192,4.241580,8.167017,9.207417,27.500837,86.059258
2.8321986,0.337698,4.172124,7.917935,8.956246,27.862902,85.372482
2.8347049,0.229922,4.291875,7.503596,8.647370,29.803905,86.933517
2.8372219,0.244292,4.272715,7.161108,8.342496,30.863800,86.727684
2.8397303,0.280217,4.277505,6.979087,8.190435,31.558952,86.251938
2.8422503,0.277822,4.287085,6.758745,8.008553,32.441360,86.292160
2.8447490,0.280217,4.349356,6.648574,7.949777,33.246243,86.313683
2.8472679,0.399968,4.212840,6.650970,7.883108,32.467197,84.576576
2.8497851,0.428709,4.198470,6.564749,7.804285,32.735878,84.169701
2.8523054,0.534089,4.162544,6.583909,7.807681,32.513958,82.688416
2.8547652,0.546064,4.157754,6.816226,8.002877,31.600546,82.517799
2.8572836,0.641865,4.114644,6.976692,8.125055,30.833096,81.133583
2.8598015,0.708926,4.057163,7.125184,8.229908,30.029583,80.088524
2.8623190,0.936453,3.985313,7.424561,8.478430,28.872072,76.776756
2.8648264,1.080154,3.968548,7.790999,8.809981,27.829868,74.774147
2.8673444,1.171165,3.855982,8.126302,9.070667,26.377285,73.105064
2.8698635,1.353186,3.736231,8.533455,9.413309,24.969740,70.090652
2.8723836,1.590293,3.558999,9.057964,9.861147,23.284872,65.923134
2.8749142,1.611848,3.448828,9.565708,10.295399,21.701237,64.950439
2.8774338,1.731599,3.238066,10.035132,10.685850,20.098251,61.863762
2.8799632,1.707649,3.099155,10.581197,11.157175,18.490545,61.145031
2.8824816,1.750759,2.854863,11.151212,11.643235,16.716106,58.481083
2.8850198,1.805845,2.684817,11.685301,12.124997,15.477279,56.074684
2.8875384,1.803450,2.452500,12.269686,12.641691,13.934150,53.671040
2.8900557,1.801055,2.347119,12.858860,13.194811,12.956861,52.499283
2.8925736,1.762734,2.193838,13.397739,13.690126,11.862855,51.218349
2.8950896,1.707649,2.026187,14.065950,14.313367,10.668633,49.876160
2.8976085,1.698069,1.990261,14.473104,14.707661,10.246340,49.529552
2.9001284,1.657354,1.913621,14.944922,15.157819,9.614191,49.104733
2.9026487,1.820215,1.851350,15.208375,15.428394,9.687791,45.485867
2.9051790,1.889670,1.846560,15.526913,15.750100,9.657058,44.338924
2.9076970,1.949546,1.789080,15.661034,15.882995,9.589971,42.542305
2.9102125,1.963916,1.848955,15.893351,16.120613,9.632128,43.273010
2.9127333,2.033372,1.916016,16.037052,16.278599,9.882524,43.297958
2.9152527,2.239343,1.894461,16.080162,16.345497,10.337727,40.230862
2.9177709,2.287244,1.959126,15.993941,16.275005,10.663669,40.581524
2.9202895,2.406995,1.937571,15.902930,16.200338,10.995602,38.833199
2.9228017,2.409390,1.973496,15.596368,15.904293,11.292921,39.320408
2.9253211,2.452500,1.942361,15.476617,15.789655,11.427995,38.378948
2.9278388,2.507586,1.916016,15.081439,15.408079,11.818666,37.383007
2.9303598,2.577041,1.939966,14.686260,15.036317,12.387458,36.971996
2.9328775,2.603386,1.951941,14.092296,14.463074,13.001595,36.861462
2.9353960,2.536326,1.884880,13.709092,14.068580,12.980265,36.618031
2.9379148,2.531536,1.882485,13.225299,13.596358,13.416539,36.635006
2.9404321,2.385440,1.844165,12.777430,13.128366,13.277568,37.707333
2.9429491,2.236948,1.851350,12.449312,12.783459,13.129022,39.611946
2.9454656,2.272874,1.863325,12.073294,12.425875,13.681566,39.345253
2.9479845,2.174678,1.769920,11.740386,12.070563,13.432058,39.141338
2.9504962,2.107617,1.736389,11.436219,11.757730,13.429749,39.483868
2.9530120,1.951941,1.789080,11.081756,11.393691,13.437967,42.507263
2.9555295,1.748364,1.827400,10.744058,11.037705,13.245829,46.266212
2.9580493,1.733994,1.786685,10.444680,10.737333,13.407794,45.857422
2.9605689,1.585503,1.796265,10.164463,10.443022,13.263345,48.566231
2.9630957,1.482517,1.827400,9.891431,10.167480,13.381701,50.948574
2.9656143,1.372346,1.750759,9.544153,9.799967,13.120072,51.908604
2.9681239,1.310076,1.825005,9.527389,9.788671,13.267869,54.327408
2.9706419,1.192720,1.825005,9.371712,9.621964,13.096069,56.833645
2.9731610,1.187930,1.927991,9.172925,9.448327,13.867694,58.360737
2.9756792,1.053809,1.789080,8.885523,9.124902,13.152876,59.500946
2.9781964,1.034649,1.844165,8.734636,8.986953,13.608982,60.705875
2.9807158,0.869392,1.829795,8.629255,8.863861,13.211683,64.586166
2.9832339,0.943638,1.777105,8.586145,8.818755,13.188862,62.031818
2.9857302,0.785566,1.743574,8.485555,8.698380,12.700447,65.746078
2.9882498,0.814307,1.674119,8.521480,8.722465,12.323586,64.061287
2.9907699,0.838257,1.702859,8.535850,8.744320,12.536129,63.790619
2.9932797,0.804727,1.652564,8.610096,8.804107,12.050594,64.035934
2.9957893,0.804727,1.666934,8.569380,8.767014,12.188822,64.230675
2.9983110,0.831072,1.731599,8.674761,8.884851,12.484622,64.361572
3.0008280,0.821492,1.650169,8.727451,8.919994,11.926249,63.534824
3.0033393,0.675396,1.609453,8.880733,9.050631,11.119212,67.234993
3.0058596,0.620310,1.619033,8.885523,9.053097,11.041148,69.036362
3.0083802,0.744851,1.604663,9.017249,9.189153,11.099964,65.100258
3.0108998,0.593965,1.441802,9.019644,9.153445,9.808587,67.610291
3.0134208,0.622705,1.432222,8.928633,9.064188,9.921429,66.501434
3.0159419,0.608335,1.437012,8.928633,9.063971,9.913556,67.055443
3.0184624,0.560435,1.365161,8.902288,9.023773,9.412230,67.680557
3.0209837,0.500559,1.405877,8.851993,8.976905,9.569326,70.401848
3.0235043,0.632285,1.496887,8.887918,9.035238,10.360766,67.100807
3.0260506,0.495769,1.413062,8.784932,8.911654,9.673859,70.666710
3.0285692,0.548459,1.396297,8.801697,8.928623,9.672457,68.555305
3.0309651,0.546064,1.528023,8.693921,8.844055,10.572259,70.334801
3.0334766,0.510139,1.451382,8.629255,8.765318,10.108497,70.634186
3.0359921,0.593965,1.580713,8.454419,8.621407,11.295205,69.405907
3.0384495,0.572410,1.523232,8.394544,8.550804,10.970398,69.404472
3.0409682,0.596360,1.573528,8.200547,8.371416,11.596086,69.243523
3.0434868,0.728086,1.578318,7.958650,8.146245,12.319873,65.235886
3.0459809,0.833467,1.561553,7.779024,7.977865,12.818982,61.909271
3.0484982,0.845442,1.662144,7.714358,7.936550,13.589505,63.040039
3.0510263,0.926873,1.573528,7.386240,7.608655,13.887656,59.500168
3.0535462,1.058599,1.666934,7.206614,7.472254,15.323359,57.582108
3.0560644,0.938848,1.724414,7.055728,7.323820,15.550490,61.434162
3.0585814,0.871787,1.810635,6.816226,7.106289,16.426731,64.290047
3.0610933,0.936453,1.872905,6.526429,6.854122,17.788584,63.434948
3.0636110,0.797542,1.942361,6.342012,6.680565,18.318756,67.676743
3.0661287,0.742456,1.911226,6.157596,6.489993,18.416857,68.770287
3.0686455,0.735271,2.098037,6.045030,6.440867,20.191732,70.686653
3.0712879,0.649050,2.102827,5.836663,6.237771,20.658962,72.846848
3.0738142,0.682581,2.179468,5.642666,6.087337,22.035517,72.610130
3.0763466,0.570015,2.155518,5.604346,6.031572,21.694466,75.187515
3.0789368,0.493374,2.184258,5.278623,5.733957,22.987514,77.271790
3.0814550,0.447869,2.318379,5.017566,5.545398,25.201450,79.066185
3.0839748,0.361648,2.361489,4.988826,5.531347,25.588562,81.293144
3.0864961,0.285007,2.457290,4.744534,5.350711,27.537189,83.384148
3.0890162,0.325723,2.486030,4.560117,5.203951,28.803200,82.535561
3.0915353,0.234712,2.560276,4.382886,5.081318,30.395992,84.762077
3.0940504,0.186812,2.653682,4.354146,5.102500,31.423649,85.973183
3.0965688,0.344883,2.771038,4.217629,5.058260,33.507835,82.905457
3.0990868,0.282612,2.914739,3.990103,4.949393,36.275616,84.461929
3.1016116,0.263452,2.878814,3.956573,4.900147,36.153481,84.771187
3.1041307,0.380808,2.979404,3.855982,4.887787,37.917042,82.716316
3.1066484,0.390388,3.032095,3.784131,4.864735,38.934044,82.663414
3.1091678,0.486189,3.142266,3.841611,4.986802,39.614155,81.204620
3.1116858,0.529299,3.211721,3.793711,4.998755,40.629940,80.641640
3.1142051,0.486189,3.156636,3.958967,5.086664,38.894516,81.244041
3.1167235,0.589175,3.228487,4.009263,5.181162,39.302246,79.657753
3.1192424,0.586780,3.182981,4.193679,5.297417,37.660389,79.554840
3.1217608,0.354463,3.168611,4.263135,5.323538,36.792618,83.617035
3.1242795,0.359253,3.235672,4.303850,5.396458,37.104897,83.664459
3.1267974,0.335303,3.293152,4.258345,5.393587,37.859322,84.186287
3.1293144,0.299377,3.348238,4.368516,5.512191,37.578465,84.890572
3.1318309,0.265847,3.374583,4.342171,5.505718,37.939011,85.495583
3.1343501,0.234712,3.549419,4.394861,5.654049,38.986477,86.216721
3.1368687,0.213157,3.575764,4.464316,5.723779,38.743126,86.588547
3.1393878,0.275427,3.618875,4.564908,5.831851,38.486534,85.647690
3.1419690,0.301772,3.599715,4.521797,5.787543,38.620407,85.207970
3.1444874,0.392783,3.616480,4.454737,5.751338,39.235146,83.801445
3.1470075,0.512534,3.664380,4.502637,5.827874,39.411716,82.037735
3.1495256,0.567620,3.681145,4.619993,5.934421,38.875851,81.234230
3.1520443,0.560435,3.796106,4.687053,6.057473,39.306908,81.601852
3.1545637,0.469424,3.731441,4.713398,6.029936,38.586597,82.829727
3.1570828,0.447869,3.877537,4.816384,6.199471,39.022156,83.411339
3.1595998,0.462239,3.755391,4.813990,6.122999,38.166874,82.982948
3.1621170,0.433499,3.822451,4.854705,6.194128,38.393932,83.529816
3.1646361,0.464634,3.779341,5.029541,6.308374,37.128857,82.991203
3.1671562,0.560435,3.796106,5.130132,6.406463,36.795872,81.601852
3.1696684,0.598755,3.803291,5.326524,6.572320,35.860264,81.053314
3.1721880,0.622705,3.805686,5.475015,6.696775,35.158730,80.707329
3.1747081,0.713716,3.736231,5.762417,6.904655,33.428917,79.185326
3.1772270,0.601150,3.757786,5.965994,7.076398,32.532837,80.911148
3.1797454,0.778381,3.738626,6.361172,7.419415,30.977613,78.239037
3.1822617,0.912502,3.731441,6.761140,7.776203,29.603411,76.258331
3.1847806,1.092129,3.788921,7.036568,8.066099,29.265575,73.920761
3.1872985,1.108894,3.597320,7.438931,8.337149,26.840963,72.867790
3.1898170,1.108894,3.628455,7.956255,8.814610,25.495186,73.006294
3.1923358,1.156794,3.604505,8.327483,9.147547,24.446026,72.206993
3.1948533,1.180745,3.566184,8.727451,9.501591,23.288568,71.680565
3.1973712,1.041834,3.633245,9.256751,9.998666,22.210905,73.999748
3.1998913,0.926873,3.685935,9.527389,10.257502,21.748142,75.884949
3.2024109,0.938848,3.657195,9.893826,10.589822,20.888359,75.602356
3.2049291,0.821492,3.597320,10.380015,11.016364,19.569469,77.136391
3.2074440,0.840652,3.561394,10.698553,11.307045,18.882421,76.718681
3.2099688,0.742456,3.456013,11.007510,11.561166,17.803490,77.875420
3.2124872,0.651445,3.523074,11.294912,11.849535,17.599262,79.523865
3.2150061,0.613125,3.456013,11.680511,12.196486,16.725460,79.939934
3.2175260,0.505349,3.458408,11.876903,12.380501,16.398109,81.686668
3.2200379,0.467029,3.465593,12.164305,12.656965,16.038563,82.324966
3.2225559,0.368833,3.491939,12.528348,13.011117,15.656773,83.970535
3.2250745,0.282612,3.508704,12.758269,13.234965,15.424439,85.394989
3.2275946,0.172441,3.537444,12.947476,13.423129,15.298423,87.209183
3.2301137,0.088616,3.580554,13.079203,13.560743,15.314607,88.582268
3.2326322,0.026345,3.647615,13.258829,13.751449,15.382408,89.586182
3.2351515,0.069456,3.654800,13.239669,13.735036,15.434772,88.911285
3.2377148,-0.009580,3.714675,13.256433,13.767060,15.653824,90.147766
3.2402349,-0.045505,3.695515,13.107943,13.618997,15.745840,90.705482
3.2427533,0.031135,3.697910,13.057647,13.571206,15.812590,89.517601
3.2452734,0.045505,3.743416,12.798985,13.335263,16.304157,89.303543
3.2477975,0.076641,3.640430,11.673326,12.228047,17.324171,88.793953
3.2503219,0.134121,3.738626,11.967913,12.538989,17.358635,87.945427
3.2528448,0.249082,3.738626,12.061319,12.629916,17.257690,86.188362
3.2553685,0.347278,3.829636,12.063714,12.661750,17.679853,84.818497
3.2578893,0.495769,3.800896,12.176280,12.765359,17.473999,82.568596
3.2604172,0.579595,3.841611,12.238550,12.840405,17.611864,81.420334
3.2629375,0.728086,3.891907,12.236156,12.860814,17.930750,79.403763
3.2654593,0.826282,3.884722,12.216995,12.846353,18.008835,77.992119
3.2679801,0.687371,3.954177,12.099639,12.747912,18.350803,80.138588
3.2704966,0.828677,3.949387,12.063714,12.720754,18.495422,78.149872
3.2730184,0.764011,3.920647,11.967913,12.616898,18.456865,78.973038
3.2755373,0.713716,3.992498,12.037369,12.702271,18.620378,79.864624
3.2780569,0.646655,4.009263,12.032578,12.699421,18.649887,80.837654
3.2805765,0.517324,4.009263,11.934382,12.600449,18.712645,82.647621
3.2830973,0.560435,4.069139,11.840977,12.533184,19.131296,82.158096
3.2856174,0.526904,3.975733,11.730806,12.397415,18.874399,82.450577
3.2881353,0.510139,4.002078,11.694880,12.371221,19.033239,82.735764
3.2906489,0.536484,4.066743,11.354788,12.073004,19.862522,82.484940
3.2931664,0.546064,4.023633,11.290123,11.998113,19.781248,82.271362
3.2956829,0.517324,4.095484,11.151212,11.890759,20.313868,82.800766
3.2981870,0.534089,4.040398,10.933265,11.668177,20.443724,82.469879
3.3007059,0.603545,4.033213,10.746453,11.494230,20.781019,81.489204
3.3032250,0.589175,4.011658,10.607542,11.356077,20.919168,81.644943
3.3057420,0.459844,4.081113,10.432706,11.211971,21.487572,83.571251
3.3082604,0.519719,4.140989,10.217154,11.036672,22.218899,82.846436
3.3107839,0.546064,4.121829,10.104588,10.926589,22.366220,82.453339
3.3133023,0.490979,4.179309,9.996812,10.846379,22.828142,83.299690
3.3158231,0.479004,4.200864,9.771680,10.647180,23.397537,83.494942
3.3183398,0.457449,4.167334,9.649534,10.520905,23.483156,83.735718
3.3208575,0.469424,4.176914,9.575289,10.457205,23.699762,83.587700
3.3233752,0.560435,4.270320,9.443563,10.379334,24.516365,82.523262
3.3258941,0.562830,4.217629,9.402847,10.320790,24.347912,82.398964
3.3284121,0.754431,4.291875,9.220825,10.198676,25.295008,80.030327
3.3309333,0.677791,4.404441,9.175321,10.200245,25.905005,81.251495
3.3334227,0.809517,4.373306,9.163345,10.185677,25.890461,79.513016
3.3359404,0.787961,4.375701,9.069940,10.101062,26.114082,79.791771
3.3384714,0.864602,4.344565,9.007668,10.037971,26.186882,78.744743
3.3409905,0.855022,4.301455,9.110655,10.111261,25.704842,78.757568
3.3434861,0.821492,4.344565,9.057964,10.079524,26.018822,79.292648
3.3460052,0.936453,4.327800,9.089100,10.110318,25.974052,77.790527
3.3485231,0.948428,4.366121,9.172925,10.203190,25.969770,77.744362
3.3510411,0.979563,4.306245,9.338181,10.329807,25.310604,77.184715
3.3535590,1.032254,4.342171,9.455538,10.455964,25.268139,76.627441
3.3560760,1.089734,4.296665,9.692644,10.658153,24.575882,75.768539
3.3585961,1.108894,4.196074,9.836346,10.751297,23.808681,75.196892
3.3611140,1.137634,4.251160,10.049502,10.970828,23.648945,75.018364
3.3636336,1.099314,4.071533,10.188414,11.026770,22.486328,74.890427
3.3661528,1.089734,4.040398,10.432706,11.240716,21.856745,74.905937
3.3686564,1.154400,3.985313,10.638678,11.419143,21.306044,73.845627
3.3711760,1.214275,4.018843,10.746453,11.537410,21.338934,73.188049
3.3736970,0.996328,4.071533,10.789563,11.575177,21.230772,76.249596
3.3762012,1.058599,4.109854,10.612332,11.429484,21.797060,75.555962
3.3787057,1.228645,4.021238,10.700948,11.497399,21.451471,73.010040
3.3812246,1.331631,4.033213,11.134446,11.917045,20.879910,71.728516
3.3837671,1.468147,4.078719,11.520044,12.308648,20.620935,70.203506
3.3862867,1.597478,4.049978,11.946358,12.714942,20.023432,68.473686
3.3888044,1.516047,4.138594,12.166699,12.940438,19.913540,69.881233
3.3913240,1.590293,4.107459,12.279265,13.045329,19.732906,68.834991
3.3938348,1.621428,4.124224,12.209810,12.989139,19.948183,68.537849
3.3963554,1.537603,4.260740,12.171490,12.987043,20.413059,70.156654
3.3988760,1.587898,4.414021,11.965518,12.852183,21.407108,70.214333
3.4013774,1.568738,4.574488,11.927197,12.870312,22.070570,71.071518
3.4038785,1.444197,4.835545,11.773916,12.809891,23.201214,73.371078
3.4063811,1.623823,4.912185,11.546390,12.652489,24.135847,71.707642
3.4089000,1.666934,4.876260,11.302097,12.421513,24.511097,71.127174
3.4113932,1.863325,4.833149,11.278148,12.410799,24.668655,68.916840
3.4138944,1.992656,4.756509,10.969190,12.120981,25.180029,67.269608
3.4164279,2.145938,4.655918,10.684182,11.850501,25.633381,65.254768
3.4189618,2.272874,4.488267,10.454261,11.601813,25.698479,63.142189
3.4214804,2.397415,4.497847,10.092612,11.306593,26.794296,61.941769
3.4240007,2.442920,4.440366,9.903406,11.124845,27.100821,61.182091
3.4265184,2.512376,4.354146,9.702225,10.927203,27.389910,60.014721
3.4290404,2.541116,4.265530,9.577683,10.788143,27.402260,59.216362
3.4315195,2.433340,4.255950,9.534574,10.721117,27.211262,60.241234
3.4340286,2.517166,4.117039,9.426797,10.590119,27.107874,58.558304
3.4365294,2.572251,3.999683,9.374106,10.511318,26.898331,57.254372
3.4390469,2.567461,3.820056,9.261541,10.342187,26.425869,56.094940
3.4415607,2.543511,3.700305,9.426797,10.441562,25.469429,55.496197
3.4440851,2.584226,3.614085,9.508228,10.495058,25.045492,54.433601
3.4466009,2.648892,3.448828,9.750125,10.675953,24.037491,52.473736
3.4491234,2.577041,3.338657,10.063872,10.911888,22.737526,52.336185
3.4516566,2.541116,3.185376,10.478210,11.242632,21.250154,51.419083
3.4541869,2.459685,3.087180,10.859019,11.554177,19.976152,51.454208
3.4567051,2.418970,2.905159,11.285333,11.901685,18.519964,50.217667
3.4592216,2.356699,2.893184,11.670931,12.252966,17.730701,50.834789
3.4617376,2.299219,2.794988,12.262501,12.785433,16.443485,50.558529
3.4642363,2.210603,2.768643,12.703184,13.187988,15.583716,51.394630
3.4667535,2.184258,2.692002,13.146263,13.595664,14.772633,50.944542
3.4692545,2.062112,2.656077,13.596526,14.006162,13.891241,52.175125
3.4717658,1.961521,2.598596,14.109060,14.479843,12.994109,52.953083
3.4742889,2.021397,2.596201,14.487473,14.856420,12.795719,52.095753
3.4768107,1.779500,2.418970,14.849122,15.149734,11.432975,53.660183
3.4793141,1.729204,2.378254,15.177239,15.459458,10.964690,53.979488
3.4818387,1.767524,2.263294,15.399976,15.665437,10.562874,52.011856
3.4843569,1.738784,2.366279,15.651453,15.924529,10.625972,53.690891
3.4868948,1.705254,2.277664,15.766415,16.021095,10.229777,53.178329
3.4894276,1.827400,2.196233,15.838264,16.093895,10.225623,50.237476
3.4919271,1.628613,2.169888,16.056211,16.283819,9.590914,53.109871
3.4944506,1.504072,2.236948,16.219072,16.441547,9.436214,56.084026
3.4969544,1.288521,2.296824,16.434626,16.644297,9.103966,60.707527
3.4994769,0.979563,2.289639,16.535215,16.721703,8.564973,66.837585
3.5019891,0.749641,2.179468,16.448996,16.609680,7.976170,71.019035
3.5045273,0.730481,2.102827,16.166382,16.318928,7.840272,70.843773
3.5070269,0.732876,1.868115,15.900536,16.026665,7.192984,68.579544
3.5095606,0.562830,1.755549,15.601158,15.709706,6.739299,72.224136
3.5120935,0.596360,1.678909,15.225140,15.329033,6.674501,70.444611
3.5146091,0.857417,1.664539,14.923368,15.040371,7.151380,62.746643
3.5171256,0.821492,1.614243,14.837147,14.947292,6.959959,63.028362
3.5196519,0.847837,1.724414,15.802340,15.918742,6.933134,63.818192
3.5221708,0.534089,1.413062,15.273040,15.347565,5.648647,69.295105
3.5246997,0.435894,1.357976,14.125826,14.197642,5.765344,72.204010
3.5272205,0.677791,1.338816,13.273199,13.357756,6.450203,63.148674
3.5299101,0.787961,1.631008,12.942686,13.068825,7.966984,64.214203
3.5324559,1.084944,1.722019,12.889996,13.049691,8.972794,57.787361
3.5349786,1.238225,1.554368,12.027788,12.190856,9.381880,51.458817
3.5375152,1.535208,1.413062,11.242222,11.434210,10.514326,42.627609
3.5400307,1.836980,1.396297,10.631493,10.879006,12.245305,37.238621
3.5425568,2.129173,1.513652,10.109378,10.441458,14.488921,35.409443
3.5450749,2.323169,1.609453,9.829161,10.227407,16.041702,34.713581
3.5475972,2.438130,1.693279,9.541759,9.992839,17.280951,34.779942
3.5501046,2.490820,1.813030,9.108259,9.615178,18.687666,36.050297
3.5526080,2.490820,1.896856,8.818462,9.357752,19.546587,37.290668
3.5551450,2.387835,1.971101,8.499925,9.046309,20.015282,39.538872
3.5576668,2.296824,2.066902,8.260423,8.819414,20.508850,41.983913
3.5601745,2.378254,2.181863,7.956255,8.585955,22.080076,42.533955
3.5626984,2.399810,2.131567,7.817344,8.450653,22.322897,41.612240
3.5652122,2.421365,2.076482,7.386240,8.045579,23.357412,40.615292
3.5677264,2.383044,2.157913,7.163504,7.851832,24.169909,42.161713
3.5702262,2.248924,2.201023,7.024592,7.697211,24.130703,44.383274
3.5727472,2.272874,2.107617,6.744375,7.422574,24.683256,42.839512
3.5752621,2.270479,2.054927,6.547984,7.228685,25.064259,42.147087
3.5777786,2.205813,1.973496,6.330037,6.987823,25.059711,41.818352
3.5802999,2.172283,2.014211,6.397098,7.049732,24.848204,42.837685
3.5828090,2.181863,2.014211,6.524034,7.168025,24.472849,42.712002
3.5853281,2.169888,2.019001,6.749166,7.371296,23.708794,42.937065
3.5878646,1.959126,1.963916,6.868917,7.407912,21.991318,45.069958
3.5903764,1.719624,2.004632,6.912027,7.399444,20.912300,49.376163
3.5928929,1.609453,1.987866,7.024592,7.475751,20.007069,51.005032
3.5953898,1.350791,1.997446,6.943162,7.349961,19.151762,55.931122
3.5979230,1.185535,1.894461,7.192244,7.531457,17.261477,57.962074
3.6004422,0.950823,1.793870,7.319180,7.595553,15.503569,62.074619
3.6029730,0.162861,1.477727,6.950347,7.107568,12.073605,83.710777
3.6054997,0.122146,1.465752,7.285650,7.432633,11.413507,85.236359
3.6080143,0.299377,1.305286,7.424561,7.544369,10.224585,77.082184
3.6105444,0.431104,1.401086,7.745493,7.882992,10.717040,72.897270
3.6130631,0.337698,1.405877,7.905960,8.037085,10.363899,76.493195
3.6155813,0.332908,1.372346,7.992180,8.115978,10.020225,76.364418
3.6180909,0.359253,1.444197,7.917935,8.056579,10.644791,76.030846
3.6206095,0.318538,1.542393,7.790999,7.948592,11.428288,78.331223
3.6231401,0.205972,1.607058,7.771839,7.938926,11.775871,82.696396
3.6256578,0.189207,1.722019,7.642508,7.836394,12.771812,83.729790
3.6281483,0.273032,1.736389,7.695198,7.893394,12.866673,81.063904
3.6306658,0.366438,1.736389,7.522757,7.729243,13.273522,78.083466
3.6332002,0.474214,1.801055,7.529942,7.756848,13.892592,75.248940
3.6357298,0.445474,2.009422,7.438931,7.718414,15.465744,77.500122
3.6382396,0.593965,1.985471,7.307205,7.595402,15.833982,73.345154
3.6407609,0.622705,2.090852,7.311995,7.630511,16.613022,73.415230
3.6432803,0.558040,2.145938,7.276070,7.606421,16.948067,75.423393
3.6457994,0.567620,2.284849,7.268885,7.640642,17.946486,76.048576
3.6482656,0.471819,2.332749,7.359895,7.735140,17.919765,78.565681
3.6507897,0.416733,2.421365,7.458091,7.852376,18.233749,80.234673
3.6533160,0.153281,2.375859,7.482041,7.851697,17.651155,86.308617
3.6558368,0.186812,2.383044,7.522757,7.893394,17.627647,85.517639
3.6583426,0.019160,2.399810,7.587422,7.957916,17.552057,89.542557
3.6608727,-0.071851,2.404600,7.479646,7.856995,17.829308,91.711517
3.6633921,-0.167651,2.457290,7.410191,7.808797,18.385798,93.903023
3.6658924,-0.177231,2.428550,7.103628,7.509381,18.920879,94.173950
3.6684129,-0.122146,2.380650,7.005433,7.399899,18.792212,92.937149
3.6709249,-0.071851,2.265689,6.749166,7.119673,18.565538,91.816383
3.6734505,-0.114961,2.248924,6.562354,6.937965,18.939564,92.926308
3.6759698,0.021555,2.172283,6.490503,6.844407,18.505541,89.431480
3.6784852,0.086221,2.157913,6.234236,6.597706,19.106867,87.711929
3.6809978,0.124541,2.141148,6.078560,6.445845,19.434940,86.671112
3.6835268,0.119751,2.138752,6.004314,6.374982,19.634396,86.795296
3.6860478,0.177231,2.280059,5.939649,6.364708,21.058153,85.555275
