Keuwl Accelerometer Data File
2016-06-30 22-03-47

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0758367,0.287402,4.073928,9.259146,10.119845,23.801464,85.964653
0.0783538,0.395178,4.028423,9.302257,10.144769,23.515659,84.397354
0.0808701,0.431104,3.875142,9.539363,10.305436,22.231430,83.652039
0.0833888,0.534089,3.776946,9.606423,10.336051,21.657055,81.951302
0.0858878,0.574805,3.733836,9.802815,10.505575,21.075720,81.248314
0.0883903,0.558040,3.700305,9.917776,10.600281,20.672356,81.423904
0.0908957,0.519719,3.697910,10.001602,10.675986,20.473894,81.999817
0.0933989,0.601150,3.657195,10.128538,10.785349,20.098780,80.665504
0.0959033,0.431104,3.709885,10.344090,10.997695,19.852690,83.371727
0.0984047,0.364043,3.717071,10.269844,10.927893,19.984907,84.406395
0.1009098,0.467029,3.712281,10.329720,10.986458,19.910973,82.829491
0.1034287,0.438289,3.745811,10.394385,11.057416,19.942146,83.326302
0.1059324,0.541274,3.741021,10.356065,11.024350,20.052137,81.767220
0.1084351,0.522114,3.836822,10.375225,11.074254,20.466297,82.250793
0.1109219,0.670605,3.872747,10.334510,11.056671,20.822611,80.176071
0.1134207,0.610730,3.954177,10.212363,10.968176,21.394566,81.219940
0.1159310,0.823887,3.810476,10.095008,10.821631,21.115751,77.799530
0.1184398,0.876577,3.937412,10.104588,10.879995,21.762167,77.449051
0.1208864,0.922083,4.026028,9.929751,10.754492,22.584818,77.100014
0.1234060,0.943638,3.901487,9.666299,10.466584,22.550924,76.403206
0.1258553,1.037043,4.057163,9.563313,10.439971,23.647753,75.661743
0.1283824,1.135239,4.038003,9.402847,10.296008,24.041340,74.297264
0.1309152,1.214275,4.038003,9.268726,10.182790,24.462229,73.263351
0.1334049,1.250200,4.021238,9.115445,10.041150,24.795708,72.729561
0.1359250,1.104104,4.054768,8.964559,9.900681,25.116228,74.767792
0.1384470,1.072969,4.049978,8.686736,9.644323,25.748482,75.161415
0.1409711,1.065784,4.030818,8.562195,9.523370,25.963648,75.189430
0.1434374,0.943638,4.083508,8.293953,9.292747,26.808498,76.988205
0.1459569,0.969983,4.133804,8.147857,9.187860,27.525301,76.794640
0.1484116,0.902922,4.133804,7.970625,9.024105,27.961927,77.678734
0.1509134,0.936453,4.073928,7.922725,8.957868,27.816925,77.054596
0.1534343,0.840652,4.085904,7.668853,8.729983,28.544067,78.373947
0.1559844,0.826282,4.035608,7.728728,8.757975,28.057140,78.428741
0.1584915,0.967588,3.980523,7.580237,8.616309,28.387232,76.337486
0.1610188,0.981958,3.968548,7.664063,8.686281,28.076731,76.102150
0.1635104,0.953218,4.004473,7.589817,8.634220,28.473331,76.610588
0.1660994,0.946033,3.949387,7.654483,8.665088,27.948341,76.529236
0.1686881,1.013093,3.994893,7.743098,8.771607,28.024639,75.769943
0.1711608,0.917293,4.057163,7.870035,8.901654,27.857895,77.260071
0.1736543,0.991538,4.014053,7.946675,8.957980,27.488226,76.124748
0.1761869,0.960403,4.002078,8.071217,9.059997,27.018093,76.505562
0.1786937,0.907712,4.124224,8.198153,9.221869,27.253345,77.587502
0.1812131,0.917293,4.073928,8.315508,9.305160,26.665106,77.310799
0.1837324,1.017883,4.090693,8.535850,9.520010,26.282471,76.026917
0.1862371,0.977168,4.090693,8.610096,9.582399,26.034178,76.565186
0.1887578,1.013093,4.107459,8.804092,9.767785,25.665272,76.144699
0.1913288,0.934058,4.131409,8.887918,9.845613,25.480902,77.260353
0.1938532,0.914898,4.107459,9.069940,9.998603,24.889563,77.442894
0.1963726,1.003513,4.152964,9.192085,10.136497,24.929041,76.415573
0.1988566,1.029858,4.157754,9.189691,10.138932,24.990677,76.088074
0.2013625,0.967588,4.085904,9.232800,10.142754,24.455177,76.677147
0.2038558,1.037043,4.085904,9.433982,10.332961,24.076883,75.758484
0.2063712,1.065784,4.109854,9.292676,10.216683,24.555527,75.462067
0.2088719,1.037043,4.112249,9.364527,10.280098,24.364771,75.846046
0.2113865,1.065784,4.169729,9.393267,10.332279,24.616179,75.662163
0.2138523,1.015488,4.069139,9.455538,10.343902,23.919338,75.987564
0.2163718,1.015488,4.150569,9.350157,10.280266,24.560236,76.251945
0.2188312,0.866997,4.057163,9.302257,10.185492,24.036661,77.937584
0.2213813,0.965193,4.152964,9.271121,10.204528,24.696991,76.916130
0.2239034,0.941243,4.117039,9.201666,10.124555,24.653570,77.122284
0.2264212,0.926873,4.126619,9.098680,10.033646,24.930889,77.340981
0.2289481,0.943638,4.093089,8.931028,9.869503,25.188616,77.017624
0.2314804,1.001118,4.164939,8.887918,9.866308,25.731937,76.484329
0.2340011,0.900527,4.038003,8.811277,9.734220,25.151678,77.428024
0.2365196,1.060994,4.083508,8.600515,9.579646,26.130859,75.435226
0.2390966,1.003513,4.042793,8.646021,9.597129,25.723825,76.059639
0.2416239,1.020278,4.073928,8.516690,9.495887,26.248793,75.939980
0.2441178,1.123264,4.131409,8.384964,9.414769,27.048975,74.789856
0.2466371,1.039438,4.095484,8.578960,9.563053,26.221283,75.758965
0.2491606,1.128054,4.129014,8.485555,9.503994,26.767565,74.719574
0.2517058,1.116079,4.112249,8.602911,9.600328,26.349167,74.815498
0.2542309,1.135239,4.208049,8.588540,9.631172,26.906776,74.902275
0.2567536,1.118474,4.119434,8.528665,9.537234,26.587837,74.809731
0.2593189,1.008303,4.131409,8.646021,9.635294,26.190937,76.284630
0.2618900,0.969983,4.143384,8.705896,9.690260,26.049206,76.824104
0.2644964,0.981958,4.124224,8.650811,9.633795,26.108139,76.607498
0.2669848,0.907712,4.289480,8.729847,9.769023,26.667593,78.051704
0.2695366,1.003513,4.255950,8.835227,9.858062,26.331358,76.732529
0.2720755,0.898132,4.289480,8.799302,9.830259,26.475628,78.174232
0.2745812,0.811912,4.212840,8.897498,9.877889,25.743309,79.091522
0.2770989,0.888552,4.208049,8.899893,9.884599,25.791967,78.076836
0.2796341,0.960403,4.289480,9.041199,10.053123,25.928259,77.379768
0.2821444,0.900527,4.282295,9.117840,10.113556,25.637913,78.124260
0.2847133,0.859812,4.243975,9.065149,10.046269,25.532640,78.547127
0.2872756,0.792751,4.306245,9.127419,10.123339,25.627974,79.569016
0.2898019,0.814307,4.267925,9.163345,10.141261,25.368551,79.197975
0.2923180,0.764011,4.337380,9.239985,10.235913,25.484386,80.010071
0.2947792,0.728086,4.284690,9.048384,10.038024,25.655855,80.356003
0.2972987,0.639470,4.277505,9.022039,10.005157,25.612408,81.497475
0.2997651,0.675396,4.315825,9.053174,10.051988,25.758314,81.105759
0.3022656,0.665815,4.373306,8.990904,10.020252,26.198078,81.343460
0.3047654,0.639470,4.334986,8.938213,9.954531,26.116085,81.608597
0.3072847,0.603545,4.390071,9.031619,10.060176,26.134884,82.172073
0.3098470,0.656235,4.306245,8.962164,9.964677,25.921564,81.335274
0.3123539,0.502954,4.349356,8.880733,9.901377,26.244013,83.403687
0.3148627,0.421523,4.418811,8.923843,9.966873,26.446535,84.550873
0.3173908,0.555645,4.258345,8.897498,9.879662,25.764624,82.565834
0.3199232,0.507744,4.287085,8.813672,9.814159,26.096201,83.245598
0.3224413,0.440684,4.342171,8.840017,9.858729,26.276377,84.204933
0.3249103,0.500559,4.291875,8.744217,9.753568,26.296343,83.347679
0.3274104,0.440684,4.260740,8.787327,9.775746,25.987375,84.094955
0.3299279,0.476609,4.303850,8.823253,9.828533,26.140272,83.680809
0.3324638,0.498164,4.248765,8.746612,9.736703,26.062742,83.312653
0.3349823,0.486189,4.248765,8.708291,9.701687,26.154863,83.472000
0.3375635,0.450264,4.176914,8.813672,9.763717,25.485205,83.847382
0.3401408,0.404758,4.200864,8.792117,9.752560,25.641550,84.496475
0.3426786,0.450264,4.220025,8.835227,9.801662,25.657181,83.909760
0.3452156,0.495769,4.296665,9.002879,9.987941,25.660618,83.418053
0.3477366,0.507744,4.323010,8.988508,9.986966,25.838795,83.301216
0.3502030,0.471819,4.354146,9.079519,10.080618,25.750990,83.815514
0.3527226,0.402363,4.332591,9.101074,10.087754,25.552513,84.694221
0.3551860,0.500559,4.291875,9.180110,10.146191,25.205805,83.347679
0.3576902,0.443079,4.380491,9.151370,10.155422,25.692816,84.224281
0.3602013,0.373623,4.411626,9.187295,10.198452,25.729727,85.159142
0.3626539,0.423918,4.423601,9.163345,10.184049,25.871582,84.526001
0.3651462,0.423918,4.306245,9.007668,9.993075,25.658482,84.377762
0.3677191,0.387993,4.346961,9.055570,10.052361,25.731285,84.899513
0.3702597,0.304167,4.423601,8.995694,10.029121,26.239038,86.066528
0.3727817,0.268242,4.361331,9.122630,10.115114,25.593559,86.480476
0.3752899,0.354463,4.406836,9.005274,10.031989,26.148371,85.401329
0.3777559,0.301772,4.378096,8.931028,9.950983,26.168350,86.056969
0.3802753,0.294587,4.358936,8.880733,9.897198,26.194899,86.133690
0.3827451,0.268242,4.409231,8.993299,10.019615,26.159628,86.518616
0.3852420,0.292192,4.344565,8.811277,9.828491,26.297783,86.152382
0.3877443,0.294587,4.421206,8.863968,9.909781,26.560013,86.187988
0.3902721,0.273032,4.404441,8.835227,9.875975,26.540567,86.452759
0.3927908,0.275427,4.473897,8.811277,9.885859,26.962799,86.477135
0.3953670,0.285007,4.509822,8.765772,9.861971,27.271425,86.383888
0.3979453,0.210762,4.526587,8.720266,9.827383,27.458668,87.334183
0.4004815,0.244292,4.483477,8.768167,9.850989,27.116724,86.881195
0.4030132,0.273032,4.514612,8.861572,9.949057,27.039322,86.539116
0.4054961,0.241897,4.605623,8.746612,9.888047,27.802073,86.993469
0.4080332,0.208367,4.612808,8.823253,9.958473,27.624601,87.413628
0.4105638,0.170046,4.663103,8.713081,9.883887,28.170820,87.911560
0.4130597,0.052690,4.677474,8.705896,9.883024,28.249611,89.354607
0.4155602,0.093406,4.687053,8.566985,9.765779,28.688148,88.858337
0.4180919,0.076641,4.742139,8.526270,9.756590,29.085112,89.074089
0.4206657,0.033530,4.773274,8.511900,9.758981,29.283287,89.597527
0.4232325,0.102986,4.703819,8.454419,9.675419,29.096266,88.745758
0.4257759,0.047900,4.751719,8.358619,9.614969,29.618671,89.422440
0.4283147,-0.038320,4.687053,8.382568,9.604031,29.212250,90.468430
0.4308292,-0.002395,4.622388,8.107141,9.332321,29.690166,90.029686
0.4333501,-0.126936,4.466712,8.217313,9.353708,28.537027,91.627808
0.4358193,-0.093406,4.588858,8.042476,9.260008,29.713221,91.166092
0.4383387,-0.234712,4.572093,8.064031,9.272956,29.584455,92.938744
0.4408012,-0.296982,4.567302,7.996971,9.214119,29.784021,93.720337
0.4433030,-0.292192,4.574488,8.023315,9.240396,29.739813,93.654762
0.4458138,-0.390388,4.552932,7.949070,9.168932,29.893072,94.900803
0.4483866,-0.426313,4.488267,8.032896,9.211607,29.303347,95.425903
0.4509034,-0.459844,4.576882,7.910750,9.150916,30.177046,95.737312
0.4534074,-0.505349,4.531377,8.047266,9.249176,29.535292,96.363457
0.4559503,-0.452659,4.512217,7.970625,9.170380,29.637585,95.728661
0.4584898,-0.476609,4.416416,8.049661,9.193961,28.891310,96.159386
0.4609919,-0.553250,4.358936,8.004155,9.130877,28.764723,97.233482
0.4635113,-0.481399,4.385281,8.169412,9.284489,28.369829,96.264618
0.4659857,-0.522114,4.416416,8.236472,9.360385,28.366228,96.742287
0.4685051,-0.572410,4.421206,8.181387,9.317178,28.586334,97.376999
0.4709652,-0.649050,4.449946,8.248447,9.394689,28.599102,98.298401
0.4734393,-0.699346,4.490662,8.298743,9.461726,28.707230,98.851761
0.4759575,-0.766406,4.481082,8.356223,9.512830,28.548113,99.705475
0.4784899,-0.840652,4.430786,8.370594,9.508176,28.314482,100.743019
0.4810691,-0.773591,4.430786,8.399334,9.527808,28.168890,99.903709
0.4836579,-0.790356,4.531377,8.538245,9.698437,28.312565,99.893921
0.4861953,-0.914898,4.502637,8.550220,9.706547,28.252325,101.485649
0.4887302,-0.799937,4.517007,8.653206,9.793939,27.929243,100.042641
0.4912528,-0.914898,4.531377,8.619676,9.781064,28.205082,101.414719
0.4937733,-0.962798,4.615203,8.600515,9.807953,28.730312,101.783722
0.4962927,-0.835862,4.536167,8.693921,9.841735,27.948057,100.440559
0.4987763,-0.946033,4.569697,8.636441,9.816580,28.384035,101.696320
0.5012708,-0.857417,4.615203,8.684341,9.871831,28.392683,100.524483
0.5038028,-0.931663,4.567302,8.662786,9.837281,28.284233,101.529320
0.5063005,-0.991538,4.576882,8.631651,9.820204,28.481806,102.223694
0.5088353,-0.938848,4.631968,8.734636,9.931286,28.417042,101.457985
0.5114157,-0.809517,4.581673,8.662786,9.833154,28.239502,100.019936
0.5140056,-0.862207,4.653523,8.710687,9.913362,28.516289,100.496758
0.5165811,-0.814307,4.517007,8.691526,9.828992,27.837637,100.219276
0.5191138,-0.752036,4.524192,8.686736,9.823097,27.832355,99.437729
0.5216340,-0.646655,4.471502,8.643626,9.753193,27.596048,98.228897
0.5241439,-0.766406,4.485872,8.710687,9.827843,27.584677,99.695313
0.5266601,-0.692161,4.481082,8.768167,9.871166,27.344540,98.780678
0.5291551,-0.565225,4.536167,8.796907,9.913722,27.458311,97.102676
0.5316598,-0.641865,4.540957,8.811277,9.933323,27.496098,98.045471
0.5341793,-0.562830,4.591253,8.890313,10.021679,27.487923,96.988869
0.5366988,-0.555645,4.514612,8.978929,10.065367,26.866526,97.016502
0.5392278,-0.488584,4.624783,9.074729,10.196962,27.133749,96.030632
0.5417439,-0.383203,4.574488,9.146580,10.233900,26.651283,94.788467
0.5443012,-0.287402,4.756509,9.259146,10.413393,27.232441,93.457779
0.5468469,-0.193997,4.691844,9.192085,10.322085,27.060581,92.367699
0.5493549,-0.246687,4.713398,9.304651,10.433289,26.896723,92.995979
0.5518962,-0.081431,4.555327,9.237591,10.300035,26.252893,91.024109
0.5544040,-0.050295,4.646338,9.232800,10.336130,26.714830,90.620186
0.5569124,-0.088616,4.655918,9.295072,10.396335,26.610521,91.090378
0.5593644,0.050295,4.600833,9.153765,10.245077,26.686230,89.373680
0.5618839,0.055085,4.610413,9.113050,10.213060,26.837099,89.315460
0.5643452,0.000000,4.509822,9.180110,10.228045,26.163044,90.000000
0.5668350,0.258662,4.540957,9.057964,10.135774,26.662807,86.739838
0.5693435,0.208367,4.617598,8.868757,10.001024,27.528021,87.416313
0.5718746,0.234712,4.540957,8.789722,9.896192,27.353022,87.041145
0.5743838,0.299377,4.533772,8.851993,9.950000,27.171009,86.222084
0.5769258,0.292192,4.658313,8.734636,9.903491,28.118410,86.410828
0.5794591,0.299377,4.572093,8.646021,9.785056,27.920959,86.253662
0.5819684,0.289797,4.655918,8.480764,9.679097,28.813427,86.438347
0.5844948,0.380808,4.557723,8.349038,9.519679,28.713932,85.223900
0.5870083,0.414338,4.619993,8.260423,9.473680,29.315842,84.875206
0.5894889,0.409548,4.615203,8.171807,9.393949,29.552835,84.928917
0.5919547,0.490979,4.567302,8.131092,9.338949,29.464045,83.864342
0.5944743,0.677791,4.574488,8.068821,9.300065,29.818024,81.571945
0.5969735,0.711321,4.545747,8.145462,9.355124,29.460463,81.106453
0.5994669,0.570015,4.490662,7.896380,9.101856,29.824011,82.765945
0.6019684,0.591570,4.608018,7.750284,9.036077,30.940186,82.684479
0.6045372,0.673001,4.675078,7.654483,8.994465,31.677055,81.808266
0.6071033,0.701741,4.782854,7.652088,9.051109,32.281868,81.653114
0.6096386,0.711321,4.706213,7.541917,8.918236,32.255817,81.405083
0.6121561,0.754431,4.768484,7.570657,8.979001,32.525589,81.009644
0.6146637,0.725691,4.701424,7.465276,8.852139,32.506523,81.225327
0.6171824,0.761616,4.754114,7.453301,8.873181,32.861923,80.898468
0.6197029,0.883762,4.787644,7.553892,8.986872,32.802025,79.541374
0.6222183,0.754431,4.718189,7.508387,8.899795,32.471516,80.915398
0.6247337,0.713716,4.766089,7.379056,8.813368,33.148388,81.483315
0.6272385,0.656235,4.749324,7.379056,8.799840,33.013279,82.132996
0.6297580,0.823887,4.768484,7.304810,8.762276,33.522827,80.197357
0.6322232,0.708926,4.660708,7.302415,8.691953,32.845604,81.351212
0.6347615,0.689766,4.742139,7.333550,8.760401,33.162247,81.724106
0.6373217,0.687371,4.751719,7.273674,8.715369,33.427853,81.768845
0.6398597,0.658630,4.730164,7.268885,8.697410,33.305691,82.073074
0.6424040,0.656235,4.715794,7.249724,8.673400,33.294792,82.077774
0.6449412,0.675396,4.742139,7.225774,8.669248,33.540554,81.894203
0.6474646,0.699346,4.780459,7.386240,8.826008,33.188713,81.677094
0.6499862,0.596360,4.792434,7.403006,8.838980,33.118668,82.906700
0.6525086,0.596360,4.758904,7.369475,8.792724,33.056469,82.857239
0.6550275,0.536484,4.833149,7.438931,8.887342,33.172676,83.666039
0.6575077,0.519719,4.835545,7.647298,9.062768,32.454826,83.865456
0.6600271,0.591570,4.725374,7.551497,8.927722,32.237080,82.864265
0.6624918,0.553250,4.825964,7.654483,9.065712,32.399422,83.460152
0.6649936,0.428709,4.773274,7.623347,9.004630,32.155903,84.867790
0.6674993,0.431104,4.672683,7.879615,9.171049,30.774958,84.728790
0.6700310,0.553250,4.682263,7.917935,9.215387,30.772221,83.261261
0.6725604,0.553250,4.679868,8.133487,9.400046,30.087559,83.257843
0.6751391,0.536484,4.713398,8.164622,9.442721,30.157560,83.506477
0.6776761,0.505349,4.749324,8.370594,9.637339,29.708426,83.926331
0.6802066,0.553250,4.744534,8.435259,9.693827,29.521822,83.348907
0.6827229,0.560435,4.720584,8.657996,9.877191,28.769300,83.229454
0.6852416,0.546064,4.703819,8.792117,9.986261,28.306776,83.378197
0.6877599,0.596360,4.670288,8.887918,10.057948,27.911579,82.723152
0.6902760,0.505349,4.725374,9.081915,10.250156,27.621832,83.895775
0.6927999,0.560435,4.727769,9.062755,10.237158,27.713957,83.239647
0.6953287,0.483794,4.833149,9.347761,10.534421,27.457378,84.283783
0.6978601,0.639470,4.775669,9.371712,10.537786,27.209126,82.373360
0.7003542,0.617915,4.694239,9.541759,10.651895,26.391148,82.501114
0.7029243,0.627495,4.727769,9.695040,10.804599,26.193714,82.439583
0.7054727,0.546064,4.804410,9.733359,10.868248,26.417282,83.515648
0.7080054,0.665815,4.727769,9.903406,10.994205,25.738670,81.983711
0.7105261,0.708926,4.675078,10.061478,11.117206,25.171791,81.377396
0.7130592,0.778381,4.821175,10.265054,11.367538,25.442795,80.828705
0.7155930,0.735271,4.804410,10.406361,11.485439,25.035181,81.298912
0.7180680,0.718506,4.833149,10.399176,11.489927,25.167439,81.544220
0.7205371,0.744851,4.761299,10.523716,11.574687,24.604845,81.108788
0.7230567,0.692161,4.782854,10.621912,11.669610,24.464233,81.765488
0.7255272,0.653840,4.797225,10.655442,11.703816,24.435907,82.238663
0.7280006,0.744851,4.909790,10.768008,11.857944,24.758116,81.373589
0.7304781,0.670605,4.866680,10.923684,11.977527,24.214685,82.154320
0.7329975,0.649050,4.871470,11.055410,12.098536,23.966825,82.410896
0.7354645,0.768801,4.986431,11.019485,12.119596,24.601013,81.235229
0.7379841,0.735271,4.854705,11.021880,12.066093,24.012192,81.387703
0.7405035,0.696951,4.957691,11.088941,12.166719,24.298254,81.997818
0.7429613,0.689766,4.931345,10.985955,12.061724,24.382282,82.037483
0.7454807,0.747246,5.005591,11.151212,12.245973,24.411270,81.509453
0.7479348,0.821492,4.979246,11.074571,12.170204,24.498228,80.631554
0.7503964,0.773591,4.996011,11.117682,12.213165,24.452734,81.198120
0.7529159,0.807122,5.034331,11.103311,12.217997,24.664507,80.891655
0.7554411,0.828677,5.055886,10.983560,12.119706,25.006985,80.691795
0.7579499,0.725691,5.063072,10.950029,12.085713,25.037514,81.843338
0.7604694,0.718506,5.185217,10.911710,12.102403,25.628811,82.110870
0.7629227,0.747246,5.063072,10.918895,12.058827,25.113468,81.604469
0.7653803,0.797542,5.137317,10.870995,12.050171,25.558609,81.175575
0.7678999,0.708926,5.094207,10.811119,11.972210,25.442373,82.077423
0.7703536,0.694556,5.098997,10.751244,11.919372,25.578114,82.243240
0.7728731,0.608335,5.077442,10.703342,11.862209,25.537149,83.167885
0.7753928,0.673001,5.055886,10.576406,11.742031,25.745739,82.417801
0.7778429,0.687371,5.149292,10.641072,11.841457,26.021616,82.396629
0.7803624,0.629890,5.115762,10.449471,11.651576,26.255672,82.980652
0.7828236,0.536484,5.089417,10.411150,11.600949,26.176487,83.982574
0.7853411,0.598755,5.146897,10.363250,11.586457,26.564968,83.364426
0.7878606,0.593965,5.142107,10.449471,11.661283,26.352192,83.410965
0.7903802,0.553250,5.115762,10.183623,11.409789,26.806597,83.827675
0.7929028,0.574805,5.130132,10.186019,11.419441,26.875706,83.606972
0.7954224,0.610730,5.113367,10.171648,11.400962,26.852217,83.188972
0.7979288,0.570015,5.211563,10.133328,11.409191,27.355518,83.758087
0.8004439,0.522114,5.168452,10.128538,11.383004,27.152523,84.231583
0.8030045,0.550855,5.134922,10.061478,11.309473,27.170643,83.876945
0.8055763,0.615520,5.151687,10.049502,11.309786,27.306278,83.186638
0.8080932,0.502954,5.209167,9.927357,11.222335,27.796793,84.485085
0.8106128,0.483794,5.218748,9.958491,11.253486,27.757698,84.703644
0.8131282,0.586780,5.192402,9.905801,11.199565,27.812300,83.552505
0.8156485,0.455054,5.175637,9.939331,11.215373,27.597492,84.975349
0.8181713,0.452659,5.292994,9.790840,11.139175,28.483374,85.111938
0.8206909,0.601150,5.242698,9.855506,11.179368,28.166466,83.458794
0.8232010,0.605940,5.151687,9.824370,11.109694,27.833746,83.291710
0.8257263,0.567620,5.182823,9.704619,11.016509,28.246943,83.749908
0.8282949,0.639470,5.180428,9.673484,10.991908,28.351000,82.963028
0.8308808,0.644260,5.149292,9.618399,10.929038,28.348303,82.868423
0.8334418,0.589175,5.178032,9.580078,10.905826,28.545641,83.508598
0.8359842,0.543669,4.996011,9.493857,10.741929,27.894190,83.789467
0.8385495,0.488584,5.089417,9.410032,10.709322,28.516848,84.516411
0.8411276,0.593965,5.089417,9.383687,10.691517,28.636726,83.343361
0.8437063,0.608335,5.134922,9.398057,10.726647,28.819683,83.243652
0.8462694,0.694556,5.070257,9.314231,10.627549,28.786135,82.199814
0.8487896,0.591570,5.084627,9.304651,10.619789,28.817253,83.363770
0.8513111,0.675396,5.058281,9.304651,10.612206,28.742737,82.394691
0.8538896,0.684976,5.067862,9.242381,10.562860,28.956392,82.302513
0.8564384,0.720901,5.060677,9.259146,10.576480,28.902102,81.892677
0.8590044,0.756826,5.055886,9.297466,10.610262,28.804228,81.486488
0.8615679,0.720901,5.017566,9.297466,10.589549,28.599743,81.823959
0.8641458,0.840652,5.060677,9.357342,10.671316,28.733105,80.568459
0.8667144,0.797542,5.122947,9.424402,10.756394,28.816559,81.151215
0.8692507,0.893342,5.027146,9.580078,10.855789,28.056328,79.923515
0.8717709,0.919688,5.051096,9.467513,10.770014,28.470545,79.680809
0.8742616,0.914898,5.113367,9.606423,10.920940,28.401833,79.855827
0.8767811,0.814307,5.036726,9.580078,10.854013,28.038729,80.816238
0.8793123,0.807122,5.079837,9.584868,10.877770,28.219481,80.971893
0.8818125,0.811912,5.043911,9.685459,10.950268,27.810535,80.855614
0.8843180,0.711321,5.017566,9.666299,10.914178,27.666605,81.931168
0.8868451,0.754431,4.976851,9.683064,10.913292,27.467508,81.380272
0.8893772,0.699346,4.960086,9.651929,10.874340,27.428352,81.974503
0.8919005,0.670605,4.955296,9.651929,10.870345,27.387749,82.292923
0.8944336,0.756826,4.981641,9.702225,10.932644,27.444889,81.361504
0.8969443,0.732876,4.936135,9.685459,10.895442,27.258909,81.554893
0.8994889,0.795147,4.825964,9.637559,10.807624,26.907652,80.643761
0.9019668,0.814307,4.811594,9.544153,10.719394,27.081083,80.394371
0.9044765,0.768801,4.928950,9.580078,10.801087,27.506931,81.134628
0.9069954,0.706531,4.873865,9.786050,10.955387,26.713730,81.751678
0.9095268,0.744851,4.852310,9.845925,11.001907,26.500698,81.272964
0.9120580,0.684976,4.835545,9.910591,11.048597,26.233515,81.937447
0.9145662,0.725691,4.857100,9.953702,11.099290,26.261068,81.502396
0.9171308,0.718506,4.866680,9.901011,11.055806,26.421019,81.601646
0.9196636,0.658630,4.893025,9.891431,11.055130,26.525370,82.333725
0.9222049,0.740061,4.924160,9.889036,11.071950,26.726793,81.452881
0.9247301,0.725691,5.024751,9.956097,11.175805,27.018272,81.781982
0.9272454,0.833467,4.938530,9.896221,11.091391,26.843468,80.420563
0.9297070,0.804727,4.945715,9.786050,10.994291,27.113832,80.758286
0.9322264,0.797542,4.938530,9.733359,10.943648,27.201155,80.826294
0.9346828,0.876577,5.012776,9.726174,10.977011,27.619055,80.081055
0.9371772,0.936453,4.938530,9.608819,10.844143,27.614811,79.262955
0.9396906,0.943638,5.046306,9.666299,10.944999,27.972799,79.408257
0.9421816,0.919688,5.003196,9.594449,10.859615,27.932743,79.584167
0.9447374,0.840652,4.933741,9.560919,10.791648,27.630678,80.330330
0.9472648,0.890947,4.955296,9.594449,10.835229,27.688553,79.807289
0.9497848,0.991538,4.883445,9.491463,10.720031,27.699818,78.522652
0.9522942,1.001118,4.763694,9.426797,10.609407,27.310656,78.131668
0.9548030,1.159189,4.631968,9.378897,10.524379,26.980728,75.949814
0.9573824,1.228645,4.469107,9.469908,10.543322,26.078821,74.628029
0.9598970,1.305286,4.294270,9.410032,10.425605,25.499557,73.092834
0.9624259,1.427432,4.224814,9.414823,10.417558,25.345131,71.331512
