Keuwl Accelerometer Data File
2016-06-30 22-22-06

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
2.0413861,-0.148491,2.809358,14.439573,14.711078,11.024891,93.025604
2.0439482,-0.052690,2.792593,14.439573,14.707231,10.947692,91.080925
2.0464733,0.170046,2.656077,14.286292,14.532096,10.553144,86.336830
2.0489838,0.160466,2.572251,14.355747,14.585257,10.177746,86.430305
2.0515065,0.196392,2.584226,14.166541,14.401655,10.367240,85.654083
2.0540209,0.414338,2.464475,14.111456,14.331033,10.042653,80.456436
2.0565326,0.383203,2.462080,13.728252,13.952548,10.287383,81.153351
2.0590527,0.558040,2.498005,13.577366,13.816523,10.675990,77.407227
2.0615826,0.512534,2.347119,13.251643,13.467654,10.275711,77.681839
2.0641105,0.529299,2.383044,12.913946,13.142643,10.704288,77.477287
2.0666301,0.498164,2.445315,12.600199,12.844951,11.202805,78.485168
2.0691500,0.546064,2.498005,12.188255,12.453586,11.848359,77.669106
2.0716708,0.495769,2.555486,11.912827,12.193923,12.326241,79.020897
2.0741992,0.476609,2.627337,11.493699,11.799795,13.078937,79.718140
2.0767276,0.253872,2.577041,11.098521,11.396612,13.133351,84.373772
2.0792527,0.320933,2.692002,10.791959,11.127275,14.101574,83.201454
2.0817695,0.196392,2.651287,10.439891,10.773078,14.286890,85.763603
2.0842664,0.136516,2.833308,10.176438,10.564383,15.575362,87.241478
2.0867696,0.014370,2.885999,9.944121,10.354455,16.184050,89.714714
2.0892961,-0.059875,2.926714,9.620794,10.056288,16.923470,91.172012
2.0918195,-0.122146,2.869234,9.314231,9.746913,17.135954,92.437660
2.0943296,-0.205972,2.893184,9.110655,9.561222,17.659613,94.072136
2.0968583,-0.340093,2.893184,9.007668,9.467010,17.921352,96.704330
2.0993700,-0.548459,2.969824,8.610096,9.124386,19.328627,100.463348
2.1018908,-0.673001,2.945874,8.521480,9.041389,19.524845,102.868675
2.1044044,-0.843047,2.969824,8.274793,8.831918,20.459557,105.847702
2.1069226,-0.828677,3.024910,8.140672,8.723951,21.070230,105.320358
2.1094406,-1.003513,3.075205,8.020921,8.648647,21.963987,108.072746
2.1119497,-1.094524,3.108736,7.862849,8.525644,22.741449,109.396156
2.1144543,-1.314866,3.084785,7.697593,8.396292,23.539511,113.085754
2.1169622,-1.355581,3.192561,7.556287,8.314296,24.655748,113.006378
2.1194751,-1.528023,3.240462,7.429351,8.248073,25.744780,115.245972
2.1219954,-1.487307,3.331472,7.410191,8.259644,26.213251,114.057961
2.1245317,-1.659749,3.453618,7.264094,8.212753,27.811232,115.668121
2.1270750,-1.781895,3.472779,7.137158,8.134763,28.673845,117.162514
2.1295967,-2.007026,3.616480,7.079678,8.199325,30.294216,119.028824
2.1321285,-1.942361,3.609295,6.967112,8.083343,30.468304,118.287148
2.1346672,-2.083667,3.685935,6.765931,7.981579,32.038349,119.479568
2.1371906,-2.138752,3.695515,6.847361,8.069538,31.946302,120.059799
2.1397202,-2.253713,3.729046,6.789881,8.067681,32.688957,121.147392
2.1422319,-2.330354,3.817661,6.658154,8.020979,33.891762,121.400482
2.1447611,-2.337539,3.836822,6.581514,7.968790,34.319004,121.351379
2.1472814,-2.454895,3.911067,6.495293,7.969428,35.410038,122.115631
2.1498051,-2.500401,3.927832,6.545588,8.032721,35.425915,122.480232
2.1523211,-2.562671,4.045188,6.514453,8.085105,36.318684,122.354706
2.1548395,-2.517166,3.958967,6.526429,8.037650,35.709946,122.448761
2.1573656,-2.524351,3.994893,6.461763,8.005366,36.178787,122.288567
2.1598876,-2.557881,3.994893,6.624624,8.147857,35.604881,122.630936
2.1624086,-2.562671,3.860772,6.581514,8.049172,35.148426,123.575081
2.1649146,-2.354304,3.918252,6.746770,8.149501,34.118904,120.999794
2.1674237,-2.366279,3.764971,6.758745,8.090422,33.342396,122.149307
2.1699333,-2.189048,3.681145,6.782696,8.021704,32.269836,120.738464
2.1724534,-2.040557,3.664380,6.849756,8.031856,31.479877,119.111801
2.1749713,-1.963916,3.551814,6.981482,8.075484,30.171154,118.939667
2.1774743,-1.817820,3.424878,7.022198,8.021566,28.905897,117.957985
2.1799943,-1.674119,3.307522,7.050938,7.966059,27.733410,116.846481
2.1825166,-1.520837,3.180586,7.168294,7.988336,26.188747,115.555382
2.1850240,-1.398691,3.103945,7.137158,7.907581,25.501820,114.257149
2.1875200,-1.190325,2.974614,7.144343,7.829869,24.154215,111.809364
2.1900387,-1.072969,2.900369,7.129973,7.771739,23.447762,110.301559
2.1925728,-0.931663,2.794988,7.276070,7.849913,22.043661,108.434952
2.1950965,-0.778381,2.720742,7.288045,7.818179,21.220850,105.965378
2.1976039,-0.605940,2.670447,7.362290,7.855048,20.402178,102.784279
2.2001157,-0.457449,2.605781,7.465276,7.920209,19.513897,99.956902
2.2026436,-0.368833,2.620152,7.534732,7.985826,19.349829,98.012756
2.2051859,-0.301772,2.521956,7.644903,8.055797,18.378574,96.823463
2.2077138,-0.091011,2.457290,7.656878,8.042036,17.804216,92.121094
2.2102468,-0.023950,2.512376,7.688013,8.088149,18.097721,90.546181
2.2127671,0.117356,2.395020,7.896380,8.252437,16.891964,87.194748
2.2152908,0.213157,2.351909,7.908355,8.253423,16.626385,84.821358
2.2178273,0.337698,2.272874,8.090376,8.410361,15.855582,81.548965
2.2203462,0.399968,2.174678,8.138277,8.433312,15.200224,79.578590
2.2228754,0.507744,2.232158,8.246053,8.557903,15.515114,77.185104
2.2253952,0.701741,2.191443,8.262817,8.577238,15.561633,72.243965
2.2279270,0.761616,2.062112,8.289163,8.575698,14.852807,69.728897
2.2304289,0.847837,2.011817,8.226892,8.511639,14.862037,67.148056
2.2329252,0.910107,2.007026,8.308323,8.595620,14.855311,65.607582
2.2354627,1.029858,1.927991,8.413704,8.692995,14.563005,61.890583
2.2379770,1.168770,1.832190,8.382568,8.659699,14.534292,57.465851
2.2404928,1.204695,1.836980,8.296348,8.582259,14.830835,56.743065
2.2430093,1.274150,1.808240,8.411309,8.697316,14.734333,54.830105
2.2455347,1.353186,1.774710,8.313113,8.607471,15.027358,52.675091
2.2480433,1.444197,1.767524,8.308323,8.616152,15.361628,50.748665
2.2505584,1.506467,1.743574,8.284373,8.598857,15.543508,49.172623
2.2530766,1.496887,1.841770,8.284373,8.617635,15.986218,50.897728
2.2556026,1.463357,1.882485,8.260423,8.597659,16.100695,52.140160
2.2581191,1.463357,1.947151,8.267608,8.618941,16.415606,53.073765
2.2606361,1.573528,2.021397,8.236472,8.625630,17.276340,52.101524
2.2631557,1.429827,2.062112,8.212523,8.587330,16.990459,55.263344
2.2656775,1.357976,2.186653,8.107141,8.505957,17.614628,58.158497
2.2682011,1.254990,2.241738,8.126302,8.522745,17.544321,60.758629
2.2707183,1.274150,2.349514,8.131092,8.559108,18.196165,61.528854
2.2732642,1.065784,2.471660,7.937095,8.381079,18.732998,66.674225
2.2757692,0.955613,2.557881,7.858059,8.318957,19.161585,69.514534
2.2783141,0.941243,2.608176,7.908355,8.380370,19.321640,70.156425
2.2808497,0.694556,2.744693,7.728728,8.230977,20.118933,75.799179
2.2833664,0.749641,2.818938,7.779024,8.307923,20.554613,75.107979
2.2858834,0.605940,3.065625,7.709568,8.318813,22.064289,78.819244
2.2884257,0.419128,3.036885,7.688013,8.276708,21.740131,82.142097
2.2909498,0.373623,3.206931,7.668853,8.320776,22.831320,83.354721
2.2934704,0.313748,3.391348,7.616162,8.342998,24.093460,84.714378
2.2959859,0.191602,3.458408,7.611372,8.362433,24.468891,86.828957
2.2985034,0.093406,3.487149,7.541917,8.309599,24.822184,88.465660
2.3010151,0.069456,3.616480,7.470066,8.299737,25.837141,88.899750
2.3035233,-0.093406,3.594924,7.465276,8.286287,25.720829,91.488365
2.3060539,-0.031135,3.695515,7.338340,8.216389,26.730186,90.482712
2.3085859,-0.170046,3.810476,7.259305,8.200375,27.718855,92.555191
2.3111124,-0.227527,3.762576,7.259305,8.179624,27.440931,93.460518
2.3136141,-0.201182,3.815266,7.170689,8.124992,28.048834,93.018448
2.3161376,-0.301772,3.896697,7.165899,8.162439,28.608561,94.428329
2.3186674,-0.440684,3.923042,6.979087,8.018237,29.494642,96.409286
2.3211873,-0.433499,4.071533,6.986272,8.097734,30.373899,96.077423
2.3237195,-0.560435,4.162544,6.849756,8.034925,31.515606,97.668053
2.3262489,-0.586780,4.239185,6.739585,7.983546,32.415344,97.880699
2.3287611,-0.706531,4.200864,6.624624,7.876046,32.742439,99.547058
2.3312726,-0.684976,4.272715,6.615044,7.904688,33.190952,99.107811
2.3337946,-0.792751,4.447551,6.567144,7.970982,34.524750,100.106514
2.3362939,-0.742456,4.447551,6.488108,7.901107,34.798473,99.477333
2.3388114,-0.797542,4.521797,6.603069,8.042589,34.813686,100.002785
2.3413351,-0.819097,4.533772,6.710845,8.140114,34.470615,100.240913
2.3438497,-0.931663,4.677474,6.650970,8.184262,35.643993,101.264793
2.3463593,-0.895737,4.619993,6.648574,8.145564,35.291805,100.972534
2.3488605,-0.876577,4.792434,6.828201,8.388095,35.507969,100.365311
2.3513865,-0.981958,4.732559,6.883286,8.410766,35.076050,101.721962
2.3539145,-0.886157,4.761299,6.957532,8.477175,34.841351,100.543068
2.3564296,-1.010698,4.746929,7.041358,8.551933,34.576981,102.019714
2.3589511,-0.943638,4.703819,7.194639,8.647496,33.696190,101.343590
2.3614790,-0.907712,4.845125,7.352710,8.852204,33.838772,100.611107
2.3640020,-0.869392,4.682263,7.532337,8.911539,32.302975,100.518761
2.3665218,-0.878972,4.672683,7.644903,9.002838,31.878941,100.653343
2.3690507,-0.871787,4.651128,7.843689,9.160593,31.102722,100.616089
2.3715811,-0.835862,4.639153,8.076006,9.351057,30.271509,100.213715
2.3740931,-0.850232,4.660708,8.241262,9.505972,29.893156,100.338524
2.3766172,-0.819097,4.634363,8.349038,9.584085,29.409115,100.023178
2.3791475,-0.888552,4.555327,8.576566,9.751822,28.419884,101.037399
2.3816772,-0.914898,4.617598,8.672366,9.867582,28.493111,101.207024
2.3842120,-0.965193,4.576882,8.928633,10.079679,27.649221,101.908302
2.3867378,-0.713716,4.488267,9.175321,10.239162,26.349836,99.035416
2.3892744,-0.799937,4.550537,9.175321,10.272964,26.727940,99.970131
2.3917897,-0.828677,4.548142,9.515413,10.579007,25.912579,100.326088
2.3943098,-0.639470,4.483477,9.637559,10.648616,25.169615,98.117249
2.3968332,-0.749641,4.404441,9.817185,10.786018,24.470186,99.659248
2.3993495,-0.677791,4.452342,10.099798,11.058420,24.032738,98.655815
2.4018478,-0.610730,4.447551,10.231524,11.173082,23.690432,97.818855
2.4043584,-0.514929,4.392466,10.353670,11.258659,23.129646,96.686272
2.4068780,-0.522114,4.459527,10.569221,11.483397,23.016617,96.677696
2.4093974,-0.483794,4.442761,10.655442,11.554680,22.753778,96.214729
2.4119098,-0.397573,4.373306,10.847044,11.702231,22.040167,95.194427
2.4144304,-0.349673,4.337380,10.959610,11.791869,21.655270,94.609131
2.4169517,-0.220342,4.265530,11.158397,11.947933,20.945868,92.957062
2.4194641,-0.107776,4.232000,11.318863,12.084621,20.506306,91.458832
2.4219728,-0.091011,4.279900,11.496095,12.267275,20.424122,91.218193
2.4244866,0.069456,4.148174,11.548784,12.271373,19.760187,89.040749
2.4269989,0.019160,4.040398,11.685301,12.364119,19.073923,89.728294
2.4295075,0.196392,3.999683,11.766731,12.429482,18.794682,87.188934
2.4320321,0.265847,3.939807,11.896063,12.534316,18.363026,86.139694
2.4345403,0.318538,3.810476,11.996654,12.591302,17.678955,85.221458
2.4370620,0.450264,3.779341,11.958333,12.549417,17.655098,83.205910
2.4395721,0.505349,3.748206,12.042159,12.622125,17.436110,82.321442
2.4421041,0.608335,3.633245,12.154725,12.700704,16.860861,80.494812
2.4446359,0.790356,3.647615,12.137959,12.698812,17.091970,77.774277
2.4471579,0.823887,3.515889,12.173884,12.698178,16.521904,76.811707
2.4496801,0.881367,3.568579,12.075689,12.622750,16.930109,76.126732
2.4522090,0.972378,3.523074,12.085269,12.625819,16.826258,74.570351
2.4547374,1.049019,3.487149,11.975099,12.516535,16.914036,73.257446
2.4572546,1.020278,3.439248,11.896063,12.425204,16.781286,73.476624
2.4597826,1.089734,3.446433,11.718831,12.263622,17.142109,72.453468
2.4623158,1.049019,3.424878,11.527229,12.070926,17.261927,72.970505
2.4648297,1.120869,3.427273,11.369158,11.927292,17.597229,71.889977
2.4673536,1.106499,3.448828,11.136841,11.711020,18.015837,72.212029
2.4698811,1.123264,3.515889,11.007510,11.609844,18.536976,72.282242
2.4724057,0.996328,3.537444,10.732083,11.343888,18.903168,74.270020
2.4749413,1.080154,3.575764,10.571617,11.212132,19.460224,73.191673
2.4774487,0.979563,3.626060,10.432706,11.088246,19.800180,74.882668
2.4799750,0.914898,3.678750,10.267449,10.944897,20.264486,76.033997
2.4825051,0.926873,3.659590,10.099798,10.782283,20.494934,75.787437
2.4850242,0.864602,3.719465,10.001602,10.705793,20.896967,76.913803
2.4875429,0.766406,3.829636,9.850716,10.596702,21.627129,78.683174
2.4900537,0.783171,3.925437,9.707015,10.499931,22.409376,78.716957
2.4925723,0.637075,4.006868,9.532178,10.359694,23.056141,80.965828
2.4950933,0.579595,4.066743,9.405242,10.263183,23.593809,81.888794
2.4976151,0.411943,4.143384,9.422008,10.301046,23.841787,84.322197
2.5001266,0.239502,4.184099,9.170530,10.082791,24.560490,86.723907
2.5026243,0.138911,4.203259,9.050779,9.980145,24.922503,88.107155
2.5051520,0.028740,4.296665,9.012459,9.984316,25.489838,89.616753
2.5076780,-0.004790,4.361331,8.945398,9.951954,25.991575,90.062927
2.5101898,-0.217947,4.409231,8.911868,9.945361,26.352137,92.829811
2.5126925,-0.361648,4.572093,8.856783,9.973837,27.376812,94.522621
2.5151901,-0.445474,4.696633,8.804092,9.988437,28.184837,95.418274
2.5177155,-0.562830,4.720584,8.784932,9.988780,28.420300,96.799210
2.5202482,-0.646655,4.761299,8.804092,10.029964,28.624403,97.734299
2.5227714,-0.754431,4.794829,8.823253,10.070220,28.815920,98.941765
2.5252912,-0.859812,4.914580,8.794512,10.111173,29.566729,99.923538
2.5278039,-0.967588,4.938530,8.885523,10.211652,29.525585,101.085327
2.5303323,-1.056204,4.964876,8.710687,10.081747,30.230639,102.009789
2.5328445,-1.130449,5.043911,8.875943,10.271383,30.215021,102.632469
2.5353501,-1.312471,5.067862,8.897498,10.323337,30.471441,104.519417
2.5378666,-1.499282,5.151687,8.830438,10.332684,31.283077,106.226440
2.5403824,-1.506467,5.218748,8.818462,10.357125,31.631451,106.101555
2.5429239,-1.645378,5.242698,8.823253,10.394370,31.913280,107.424042
2.5454381,-1.654959,5.321733,8.878338,10.482586,32.117382,107.274704
2.5479293,-1.762734,5.307364,8.887918,10.500972,32.178829,108.372871
2.5504663,-1.765129,5.431904,8.945398,10.613266,32.557621,108.001877
2.5529990,-1.884880,5.482200,9.014853,10.717970,32.743847,108.973907
2.5555291,-2.026187,5.460645,9.125025,10.825439,32.549793,110.357506
2.5580673,-2.007026,5.439090,9.153765,10.835279,32.348286,110.254082
2.5605888,-2.069297,5.534890,9.307046,11.024432,32.411541,110.498970
2.5631008,-2.138752,5.415139,9.247170,10.927404,32.195320,111.551933
2.5656147,-2.186653,5.479805,9.474698,11.161524,31.910877,111.753899
2.5681369,-2.181863,5.527705,9.592053,11.283773,31.780178,111.539848
2.5706429,-2.248924,5.393584,9.738150,11.356935,30.967102,112.634315
2.5731544,-2.236948,5.446275,9.817185,11.447400,30.952848,112.329422
2.5756733,-2.114802,5.384004,9.982442,11.537289,30.090685,111.444580
2.5781846,-2.102827,5.240303,10.200389,11.658927,28.966923,111.864594
2.5807023,-2.064507,5.257068,10.327325,11.770837,28.673830,111.440468
2.5832081,-2.078877,5.110972,10.463840,11.829443,27.802694,112.133926
2.5857425,-1.956731,5.046306,10.612332,11.912833,27.022024,111.194054
2.5882792,-1.951941,5.017566,10.681787,11.961883,26.749170,111.257103
2.5907857,-1.827400,4.881050,10.789563,11.982433,25.782925,110.525230
2.5933158,-1.722019,4.833149,10.983560,12.122840,25.038715,109.610649
2.5958483,-1.616638,4.703819,10.909314,11.989686,24.509632,108.967148
2.5983686,-1.513652,4.746929,10.962005,12.041181,24.442602,107.685913
2.6008880,-1.456172,4.593647,10.993140,12.002965,23.670603,107.588455
2.6034153,-1.322051,4.528982,11.074571,12.037675,23.075014,106.273003
2.6059320,-1.144819,4.493057,11.038646,11.972880,22.784081,104.294655
2.6084480,-1.005908,4.442761,11.029065,11.932739,22.441568,102.757530
2.6109693,-0.943638,4.433181,10.904525,11.808989,22.570364,102.016518
2.6134648,-0.706531,4.385281,10.902129,11.772268,22.167356,99.152512
2.6159871,-0.682581,4.260740,10.878180,11.702762,21.636854,99.101585
2.6185136,-0.457449,4.311035,10.847044,11.681295,21.785109,96.057053
2.6210506,-0.467029,4.210444,10.724898,11.531236,21.553707,96.329460
2.6235781,-0.162861,4.172124,10.648257,11.437593,21.410700,92.235443
2.6260977,-0.035925,4.210444,10.633887,11.437162,21.601595,90.488861
2.6286361,0.102986,4.140989,10.574012,11.356413,21.392292,88.575356
2.6311536,0.203577,4.208049,10.442286,11.260127,21.971766,87.230309
2.6336789,0.352068,4.263135,10.250684,11.107420,22.650948,85.278984
2.6362016,0.505349,4.243975,10.118958,10.984535,22.897802,83.209503
2.6387157,0.608335,4.184099,9.963282,10.823296,22.994780,81.727608
2.6412237,0.665815,4.188890,9.860296,10.733850,23.275290,80.968506
2.6437442,0.761616,4.136199,9.563313,10.447256,23.738832,79.566750
2.6462624,0.948428,4.222420,9.467513,10.409715,24.565271,77.340500
2.6487849,0.929268,4.234395,9.364527,10.319302,24.841042,77.622261
2.6513045,1.051414,4.162544,9.077125,10.041237,25.313112,75.824219
2.6538508,1.118474,4.155359,8.780142,9.777980,26.110041,74.935066
2.6563733,1.120869,4.243975,8.638836,9.690055,26.935673,75.205521
2.6588976,1.286126,4.210444,8.380174,9.466217,27.715029,73.014145
2.6614180,1.389111,4.095484,8.286768,9.347360,27.558897,71.264023
2.6639438,1.480122,4.164939,8.140672,9.263262,28.500534,70.435974
2.6664667,1.535208,4.160149,7.999366,9.146232,29.001408,69.744576
2.6689863,1.511257,4.169729,7.659273,8.850706,30.073250,70.077690
2.6715143,1.532813,4.227210,7.446116,8.698475,31.126791,70.069038
2.6740227,1.444197,4.234395,7.218589,8.492575,31.789598,71.167374
2.6765430,1.312471,4.275110,7.058123,8.355612,32.358433,72.933365
2.6790621,1.283731,4.198470,7.007827,8.269507,32.066788,72.998383
2.6815677,1.125659,4.373306,6.931187,8.272500,33.085308,75.565773
2.6840782,0.946033,4.368516,6.991062,8.297823,32.593063,77.780876
2.6866126,0.673001,4.411626,7.180269,8.454090,31.861691,81.326309
2.6891346,0.423918,4.596043,7.364686,8.691484,32.075947,84.730202
2.6916678,0.186812,4.564908,7.783814,9.025578,30.410912,87.656570
2.6941788,-0.184417,4.806804,8.372989,9.656413,29.877665,92.197113
2.6966848,-0.390388,4.828360,9.084310,10.295152,28.068319,94.622490
2.6992068,-0.773591,4.833149,9.872271,11.019052,26.372196,99.093597
2.7017136,-0.972378,4.837940,10.768008,11.844880,24.620728,101.364471
2.7042208,-1.262175,4.912185,11.670931,12.725301,23.487963,104.410294
2.7067256,-1.484912,4.797225,12.482842,13.455098,21.914675,107.199158
2.7092445,-1.607058,4.754114,13.345050,14.257440,20.608706,108.677063
2.7117484,-1.841770,4.672683,14.200071,15.062141,19.478657,111.512215
2.7142673,-1.899251,4.617598,15.043118,15.850072,18.361420,112.357712
2.7167745,-2.112407,4.471502,15.778389,16.535240,17.402365,115.286781
2.7192912,-2.215393,4.193679,16.580721,17.245731,15.963076,117.846130
2.7218306,-2.236948,4.011658,17.102835,17.708876,15.032784,119.144562
2.7243466,-2.114802,3.769761,17.821341,18.338039,13.633431,119.292038
2.7268641,-2.045347,3.580554,18.250050,18.710108,12.732097,119.736626
2.7293792,-1.911226,3.381768,18.614092,19.015087,11.787562,119.473213
2.7319009,-1.712439,3.120711,18.846409,19.179636,10.695918,118.755058
2.7344391,-1.556763,2.890789,19.004480,19.286018,9.801990,118.303589
2.7369857,-1.254990,2.646497,19.222427,19.444296,8.663698,115.370689
2.7395077,-0.984353,2.373464,19.152971,19.324560,7.640978,112.525375
2.7420332,-0.617915,2.241738,18.918261,19.060635,7.007371,105.410393
2.7445590,-0.316143,2.026187,18.573378,18.686245,6.300580,98.868263
2.7470844,0.040715,1.810635,18.142273,18.232447,5.700764,88.711823
2.7495961,0.390388,1.686094,17.612974,17.697802,5.612028,76.963783
2.7521195,0.747246,1.559158,16.923208,17.011301,5.833479,64.393341
2.7546358,1.025068,1.441802,16.065792,16.162897,6.283722,54.588566
2.7571535,1.262175,1.314866,15.306570,15.414702,6.790499,46.171314
2.7596731,1.472937,1.377136,14.573694,14.712533,7.877562,43.074814
2.7621875,1.559158,1.389111,13.974939,14.130094,8.498562,41.699028
2.7647090,1.621428,1.441802,13.203743,13.380832,9.331930,41.644043
2.7672243,1.757944,1.528023,12.602593,12.816029,10.471251,40.997486
2.7697325,1.777105,1.611848,11.975099,12.213072,11.329138,42.208282
2.7722390,1.923201,1.769920,11.438614,11.733422,12.870890,42.623329
2.7747447,2.014211,1.913621,11.120076,11.461898,14.027951,43.532993
2.7772508,1.985471,2.026187,10.614727,10.987264,14.962774,45.581493
2.7797670,2.047742,2.088457,10.394385,10.798062,15.716075,45.563980
2.7822824,1.997446,2.239343,9.984837,10.425997,16.727085,48.267723
2.7848003,1.899251,2.385440,9.855506,10.316418,17.191444,51.473732
2.7873168,1.887275,2.438130,9.548944,10.034371,17.894575,52.257732
2.7898335,1.769920,2.502795,9.426797,9.912674,18.013395,54.732925
2.7923534,1.542393,2.574646,9.429193,9.895325,17.656191,59.075451
2.7948673,1.331631,2.735112,9.223221,9.711946,18.253864,64.040161
2.7974005,1.015488,2.826123,9.263936,9.738516,17.960798,70.235519
2.7999179,0.888552,2.921924,9.381292,9.865891,18.032448,73.085571
2.8024485,0.505349,3.101550,9.426797,9.936775,18.435970,80.745865
2.8049788,0.232317,3.171006,9.596844,10.109830,18.330412,85.809837
2.8075044,0.057480,3.242857,9.766891,10.291335,18.370178,88.984528
2.8100371,-0.225132,3.367398,10.001602,10.555667,18.646330,93.824890
2.8125694,-0.428709,3.448828,10.238708,10.812464,18.748995,97.085838
2.8151033,-0.689766,3.489544,10.511742,11.097270,18.695274,101.181313
2.8176334,-0.809517,3.482358,10.667418,11.250597,18.528702,103.086678
2.8201654,-1.013093,3.585344,10.945240,11.561978,18.798433,105.778442
2.8226972,-1.163980,3.570974,11.093731,11.712283,18.704031,108.053673
2.8252289,-1.221460,3.582949,11.239827,11.860152,18.612881,108.824707
2.8277709,-1.338816,3.491939,11.359578,11.959351,18.222548,110.976921
2.8303053,-1.393901,3.549419,11.326048,11.950761,18.607605,111.440559
2.8328276,-1.413062,3.381768,11.369158,11.945327,17.867960,112.677467
2.8353684,-1.492097,3.300337,11.457774,12.016621,17.542452,114.327942
2.8378744,-1.353186,3.331472,11.397899,11.951650,17.509438,112.106133
2.8403490,-1.372346,3.262017,11.333233,11.872921,17.341606,112.816727
2.8428745,-1.384321,3.135081,11.311678,11.819439,16.855280,113.824257
2.8453739,-1.195115,3.024910,11.177557,11.641141,16.223921,111.558533
2.8478873,-1.163980,3.056045,11.021880,11.496786,16.525686,110.850723
2.8503518,-0.958008,2.919529,10.868599,11.294595,15.786274,108.166618
2.8528600,-0.926873,2.943479,10.655442,11.093314,16.151745,107.478699
2.8553679,-0.713716,2.948269,10.382410,10.816475,16.286777,103.608345
2.8578880,-0.641865,2.909949,10.142908,10.571584,16.372335,102.438904
2.8604116,-0.522114,2.864444,9.908196,10.327148,16.376030,100.330139
2.8629360,-0.407153,2.814148,9.616004,10.027598,16.472921,98.232475
2.8654597,-0.356858,2.797383,9.448353,9.860227,16.618803,97.269867
2.8679817,-0.304167,2.797383,9.211246,9.631454,16.986977,96.205559
2.8705041,-0.205972,2.761458,8.940608,9.359623,17.209045,94.265678
2.8730376,-0.251477,2.794988,8.837623,9.272474,17.616615,95.141304
2.8755600,-0.167651,2.692002,8.578960,8.992972,17.453106,93.563637
2.8780818,-0.105381,2.756668,8.566985,9.000197,17.849239,92.189217
2.8806496,-0.079036,2.653682,8.408914,8.818055,17.521919,91.705956
2.8831584,-0.023950,2.737507,8.207732,8.652247,18.445633,90.501259
2.8856761,-0.158071,2.711162,7.958650,8.409251,18.841423,93.336792
2.8882084,-0.148491,2.634521,7.812554,8.246136,18.662485,93.225983
2.8907735,-0.059875,2.672842,7.695198,8.146394,19.158548,91.283295
2.8932967,-0.191602,2.778223,7.494017,7.994718,20.385372,93.945183
2.8958309,-0.213157,2.687212,7.369475,7.847019,20.091822,94.535355
2.8983567,-0.131726,2.735112,7.264094,7.763070,20.654501,92.757301
2.9008775,-0.280217,2.787803,7.197034,7.723190,21.271278,95.739830
2.9033976,-0.177231,2.835703,7.029383,7.581876,22.008274,93.576332
2.9059157,-0.234712,2.864444,6.995852,7.563206,22.333891,94.684341
2.9084258,-0.246687,2.893184,6.935977,7.519251,22.716162,94.873535
2.9109373,-0.344883,2.960244,6.856941,7.476605,23.491451,96.645279
2.9134476,-0.335303,3.010540,6.725215,7.375926,24.247637,96.355202
2.9159558,-0.316143,3.041675,6.813831,7.468602,24.170626,95.933846
2.9184914,-0.261057,3.010540,6.713240,7.362003,24.233986,94.955971
2.9210136,-0.208367,3.024910,6.643785,7.302970,24.530920,93.940514
2.9235356,-0.273032,2.998564,6.552774,7.211434,24.678562,95.202682
2.9260819,-0.273032,3.108736,6.485713,7.197448,25.695257,95.019264
2.9285820,-0.304167,3.065625,6.471343,7.167207,25.456751,95.666267
2.9311020,-0.306563,3.087180,6.495293,7.198159,25.530661,95.670982
2.9336176,-0.371228,3.075205,6.404283,7.114038,25.811457,96.883240
2.9361334,-0.285007,3.168611,6.353987,7.105947,26.596855,95.139755
2.9386520,-0.318538,3.163821,6.373147,7.122375,26.516428,95.749237
2.9411705,-0.261057,3.144661,6.282136,7.030098,26.670090,94.745583
2.9436896,-0.210762,3.151846,6.284532,7.033768,26.686138,93.825630
2.9461992,-0.198787,3.209326,6.157596,6.946602,27.573421,93.544388
2.9487128,-0.196392,3.139871,6.286927,7.030136,26.583595,93.579056
2.9512393,-0.239502,3.230881,6.217471,7.010913,27.522738,94.239525
2.9537680,-0.220342,3.321892,6.097720,6.947353,28.633364,93.794884
2.9562867,-0.220342,3.240462,6.138435,6.944748,27.884033,93.889954
2.9587936,-0.215552,3.283572,6.138435,6.964818,28.194489,93.755821
2.9613147,-0.217947,3.290757,6.239026,7.057055,27.861059,93.789162
2.9638288,-0.249082,3.345842,6.181546,7.033364,28.491371,94.257545
2.9663522,-0.277822,3.329077,6.191126,7.034912,28.350712,94.770462
2.9688904,-0.287402,3.479964,6.162385,7.082919,29.537321,94.721214
2.9714105,-0.464634,3.451223,6.128855,7.049092,29.604841,97.667557
2.9739482,-0.462239,3.448828,6.107300,7.029026,29.672560,97.633736
2.9764743,-0.550855,3.523074,6.045030,7.018395,30.535761,98.886597
2.9789963,-0.548459,3.621270,6.061795,7.082355,31.140591,98.612282
2.9815152,-0.673001,3.659590,6.080955,7.129063,31.462608,100.420296
2.9840360,-0.742456,3.669170,6.021080,7.089954,31.870787,101.439331
2.9865670,-0.761616,3.752996,6.023474,7.137736,32.446648,101.471565
2.9891019,-0.819097,3.820056,5.975574,7.139414,33.177025,102.102119
2.9916220,-0.850232,3.918252,5.989944,7.207983,33.796833,102.242958
2.9941168,-0.775986,3.937412,5.942044,7.170304,34.034389,101.148987
