Keuwl Accelerometer Data File
2016-06-30 21-42-18

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
5.9144096,0.795147,4.785249,8.878338,10.117102,28.650890,80.565582
5.9169283,0.792751,4.787644,8.983719,10.210642,28.377073,80.598114
5.9194441,0.740061,4.713398,9.079519,10.256778,27.721218,81.076714
5.9219599,0.775986,4.667893,9.069940,10.230111,27.551863,80.561516
5.9244752,0.699346,4.658313,8.851993,10.027300,28.019318,81.462036
5.9270010,0.522114,4.617598,8.811277,9.961597,27.806934,83.548935
5.9295063,0.435894,4.670288,8.744217,9.922849,28.210068,84.667839
5.9320269,0.555645,4.572093,8.643626,9.794133,28.050802,83.070847
5.9345417,0.586780,4.521797,8.717872,9.838305,27.610929,82.606216
5.9370575,0.589175,4.397256,8.693921,9.760495,27.035454,82.368568
5.9395890,0.586780,4.349356,8.782537,9.818053,26.551952,82.316513
5.9421029,0.570015,4.315825,8.619676,9.656608,26.795729,82.476181
5.9446015,0.490979,4.229605,8.653206,9.644096,26.200544,83.378654
5.9471135,0.534089,4.241580,8.643626,9.643056,26.316656,82.823227
5.9496317,0.443079,4.255950,8.511900,9.526902,26.688778,84.056458
5.9521494,0.435894,4.306245,8.444839,9.489419,27.136595,84.220001
5.9546676,0.325723,4.301455,8.346643,9.395481,27.331139,85.669609
5.9571810,0.347278,4.243975,8.224498,9.261441,27.372459,85.321999
5.9596696,0.332908,4.277505,8.272398,9.318822,27.413300,85.549782
5.9621706,0.311353,4.361331,8.255632,9.342034,27.907034,85.916618
5.9646783,0.277822,4.358936,8.277188,9.358918,27.820108,86.353111
5.9671798,0.265847,4.263135,8.219707,9.263292,27.458889,86.431679
5.9696975,0.213157,4.301455,8.349038,9.394381,27.286306,87.163055
5.9722099,0.234712,4.279900,8.226892,9.276551,27.520180,86.861015
5.9747300,0.352068,4.282295,8.375383,9.413239,27.158756,85.300011
5.9772415,0.249082,4.191284,8.298743,9.300432,26.836742,86.598991
5.9797449,0.275427,4.220025,8.454419,9.453131,26.574780,86.265785
5.9822607,0.170046,4.152964,8.617281,9.567317,25.749786,87.655289
5.9847984,0.201182,4.162544,8.835227,9.768750,25.252333,87.232964
5.9873261,0.170046,4.071533,9.110655,9.980497,24.098370,87.608452
5.9898438,0.047900,4.133804,9.278306,10.157637,24.016035,89.336113
5.9923587,0.069456,4.052373,9.376502,10.214957,23.376295,89.018074
5.9948802,0.019160,4.049978,9.592053,10.412022,22.890787,89.728943
5.9973850,-0.050295,3.999683,9.781260,10.567547,22.241873,90.720451
5.9999166,-0.165256,4.049978,9.958491,10.751799,22.147516,92.336617
6.0024338,-0.136516,4.049978,10.114168,10.895749,21.833681,91.930588
6.0049591,-0.282612,4.004473,10.336905,11.089061,21.224142,94.036911
6.0074821,-0.311353,3.999683,10.372830,11.121601,21.144419,94.451172
6.0099974,-0.402363,3.915857,10.504556,11.217911,20.542969,95.866684
6.0124969,-0.347278,3.985313,10.533297,11.267371,20.796156,94.980141
6.0150146,-0.373623,3.887117,10.650652,11.343970,20.135319,95.490303
6.0175247,-0.383203,3.860772,10.650652,11.335289,20.015303,95.668358
6.0200429,-0.344883,3.836822,10.643467,11.319167,19.897202,95.136375
6.0225611,-0.277822,3.786526,10.712923,11.365812,19.514542,94.196342
6.0250812,-0.385598,3.666775,10.588382,11.211947,19.198706,96.003159
6.0275974,-0.361648,3.796106,10.674603,11.335270,19.658276,95.442039
6.0301046,-0.380808,3.752996,10.559642,11.213207,19.658459,95.793846
6.0326180,-0.380808,3.661985,10.444680,11.074588,19.417463,95.936821
6.0351334,-0.390388,3.661985,10.353670,10.989132,19.580153,96.085068
6.0376506,-0.402363,3.626060,10.195599,10.828686,19.688850,96.331886
6.0401764,-0.359253,3.724256,10.207574,10.871693,20.130190,95.509872
6.0426917,-0.356858,3.673960,9.884246,10.551003,20.478045,95.547829
6.0452070,-0.457449,3.630850,9.934542,10.587136,20.222115,97.180832
6.0477166,-0.464634,3.606899,9.836346,10.487102,20.290403,97.340309
6.0502377,-0.488584,3.719465,9.764495,10.460330,21.016266,97.483452
6.0527692,-0.490979,3.693120,9.647140,10.341542,21.115978,97.572739
6.0552931,-0.433499,3.717071,9.565708,10.271675,21.366257,96.652000
6.0578303,-0.505349,3.657195,9.508228,10.199846,21.220671,97.867279
6.0603628,-0.390388,3.685935,9.414823,10.118173,21.489231,96.045822
6.0628738,-0.409548,3.678750,9.510623,10.205532,21.265686,96.352478
6.0653901,-0.349673,3.736231,9.388477,10.110648,21.786509,95.346725
6.0679069,-0.340093,3.685935,9.235196,9.949404,21.841585,95.271622
6.0704322,-0.330513,3.702700,9.216036,9.937532,21.967402,95.100853
6.0729513,-0.244292,3.671565,9.172925,9.883452,21.858002,93.806633
6.0754690,-0.313748,3.678750,9.010064,9.737191,22.282627,94.874756
6.0780129,-0.227527,3.681145,9.065149,9.786702,22.139036,93.536880
6.0805192,-0.258662,3.726650,8.964559,9.711753,22.621960,93.970459
6.0830407,-0.270637,3.729046,8.880733,9.635686,22.831451,94.150993
6.0855331,-0.210762,3.764971,8.971744,9.731989,22.797243,93.204056
6.0880585,-0.222737,3.705095,8.962164,9.700398,22.497461,93.440269
6.0905781,-0.215552,3.685935,8.897498,9.633175,22.537197,93.346817
6.0930972,-0.366438,3.731441,8.885523,9.644192,22.878098,95.608627
6.0956163,-0.332908,3.752996,8.945398,9.706491,22.840445,95.069130
6.0981340,-0.261057,3.776946,8.887918,9.660670,23.072392,93.953911
6.1006374,-0.246687,3.745811,8.897498,9.656989,22.875278,93.767876
6.1031713,-0.232317,3.796106,9.014853,9.784272,22.874031,93.502060
6.1056919,-0.225132,3.678750,9.050779,9.772435,22.156990,93.502014
6.1082125,-0.205972,3.695515,9.081915,9.807162,22.172894,93.190109
6.1107335,-0.256267,3.683540,9.132210,9.850451,22.015053,93.979706
6.1132541,-0.165256,3.719465,9.223221,9.946333,21.982443,92.543983
6.1157737,-0.253872,3.673960,9.146580,9.860140,21.931377,93.952873
6.1182780,-0.150886,3.705095,9.172925,9.894092,22.011082,92.332024
6.1208019,-0.126936,3.626060,9.216036,9.904531,21.489174,92.004913
6.1233211,-0.193997,3.683540,9.101074,9.820166,22.062599,93.014740
6.1258469,-0.172441,3.697910,9.098680,9.822945,22.139652,92.669891
6.1283617,-0.076641,3.582949,9.065149,9.747837,21.570610,91.225388
6.1308732,-0.126936,3.690725,9.065149,9.788488,22.164713,91.969810
6.1333890,-0.081431,3.606899,9.247170,9.926053,21.313440,91.293312
6.1358910,-0.186812,3.580554,9.230406,9.902306,21.227972,92.986633
6.1384091,-0.150886,3.688330,9.163345,9.878940,21.941835,92.342613
6.1409416,-0.325723,3.597320,9.141790,9.829504,21.559608,95.173790
6.1434598,-0.287402,3.606899,9.261541,9.943262,21.339760,94.555779
6.1459756,-0.282612,3.602109,9.196876,9.881173,21.448389,94.486092
6.1484928,-0.371228,3.580554,9.129815,9.813853,21.518568,95.919220
6.1510105,-0.419128,3.566184,9.192085,9.868525,21.337246,96.703140
6.1535182,-0.428709,3.547024,9.357342,10.016237,20.897943,96.891586
6.1560273,-0.479004,3.515889,9.400452,10.047856,20.679920,97.758202
6.1585574,-0.534089,3.448828,9.297466,9.930888,20.574341,98.802963
6.1610675,-0.574805,3.451223,9.445957,10.073105,20.324518,99.455872
6.1635904,-0.567620,3.429668,9.553733,10.166545,19.994968,99.397430
6.1661100,-0.661025,3.376978,9.445957,10.053210,20.016161,101.075310
6.1686220,-0.653840,3.300337,9.513018,10.090453,19.477234,101.205948
6.1711535,-0.663420,3.348238,9.582474,10.172248,19.606182,101.207436
6.1736732,-0.687371,3.266807,9.601634,10.165426,19.171780,101.882309
6.1761775,-0.605940,3.218906,9.635164,10.176684,18.775293,100.660835
6.1786933,-0.627495,3.302732,9.683064,10.250050,19.146223,100.757568
6.1812091,-0.704136,3.223696,9.805210,10.345538,18.599371,102.321312
6.1837163,-0.742456,3.154241,9.857901,10.376834,18.196493,103.245369
6.1862326,-0.677791,3.144661,10.037527,10.540410,17.769873,102.163284
6.1887479,-0.742456,3.159031,9.965676,10.480717,18.036716,103.225990
6.1912594,-0.797542,3.077600,10.078242,10.567813,17.508291,104.528267
6.1937737,-0.852627,3.101550,10.087823,10.588237,17.685442,105.371109
6.1962972,-0.792751,3.106340,10.197993,10.690037,17.451387,104.316544
6.1988130,-0.929268,3.156636,10.186019,10.704339,17.902966,106.403664
6.2013283,-0.843047,3.142266,10.193204,10.699812,17.701668,105.018364
6.2038493,-0.768801,3.068020,10.197993,10.677213,17.231136,104.067810
6.2063680,-0.866997,3.115921,10.303374,10.799082,17.427389,105.549095
6.2089000,-0.855022,3.017725,10.348880,10.813743,16.860886,105.819191
6.2114139,-0.900527,2.953059,10.253079,10.707808,16.757624,106.958939
6.2139139,-0.893342,2.974614,10.267449,10.726925,16.830376,106.716171
6.2164202,-0.888552,2.967429,10.346485,10.800227,16.667023,106.669540
6.2189379,-0.948428,2.977009,10.231524,10.697952,16.981295,107.671051
6.2214537,-0.922083,2.926714,10.310559,10.757487,16.573572,107.487411
6.2239780,-0.816702,2.936294,10.310559,10.751579,16.467453,105.543396
6.2264915,-0.929268,2.902764,10.193204,10.639125,16.647245,107.751534
6.2290077,-0.886157,2.862048,10.176438,10.608322,16.405233,107.203751
6.2315259,-0.955613,2.852468,10.221944,10.655416,16.398970,108.521500
6.2340508,-0.900527,2.900369,10.154883,10.599280,16.650000,107.248901
6.2365642,-0.821492,2.919529,10.092612,10.538469,16.725910,105.715446
6.2390819,-0.950823,2.862048,10.011182,10.455580,16.764860,108.377396
6.2415977,-0.859812,2.926714,9.987232,10.442688,16.984230,106.371773
6.2441034,-0.938848,2.921924,10.025552,10.484787,17.020540,107.812805
6.2466178,-0.924478,2.957849,9.946517,10.418097,17.305054,107.356667
6.2491193,-0.926873,2.876419,9.970467,10.418401,16.862133,107.860573
6.2516265,-0.960403,2.974614,9.992022,10.469537,17.371290,107.893524
6.2541661,-0.955613,2.914739,9.896221,10.360700,17.221138,108.152008
6.2566710,-0.905317,3.044070,9.977652,10.470887,17.656021,106.562668
6.2591867,-1.015488,2.977009,9.800421,10.292815,17.794004,108.835030
6.2617025,-0.965193,3.084785,9.884246,10.399318,18.108316,107.374283
6.2642188,-0.922083,3.008145,9.843531,10.334131,17.725473,107.041801
6.2667365,-0.943638,3.024910,9.783655,10.283989,17.945820,107.325607
6.2692518,-0.893342,3.072810,9.738150,10.250453,18.190948,106.210464
6.2717690,-0.871787,3.024910,9.613608,10.115906,18.131321,106.077126
6.2743120,-0.876577,3.101550,9.604029,10.130418,18.551374,105.781647
6.2768297,-0.926873,3.149451,9.501043,10.052261,19.062162,106.398979
6.2793455,-0.871787,3.144661,9.649534,10.186383,18.684425,105.494850
6.2818780,-0.924478,3.147056,9.563313,10.110172,18.930986,106.370651
6.2844062,-0.914898,3.056045,9.577683,10.094973,18.421452,106.666283
6.2869344,-0.859812,3.159031,9.532178,10.078749,18.955709,105.225708
6.2894535,-0.859812,3.175796,9.508228,10.061379,19.087137,105.149033
6.2919784,-0.874182,3.132686,9.481883,10.024172,18.932428,105.591866
6.2944727,-0.878972,3.199746,9.457932,10.023146,19.333218,105.360306
6.2969999,-0.912502,3.163821,9.505833,10.059984,19.105886,106.088509
6.2995157,-0.934058,3.149451,9.359736,9.919484,19.339838,106.519196
6.3020248,-0.914898,3.144661,9.524993,10.072309,18.974876,106.221657
6.3045421,-0.886157,3.214116,9.350157,9.926794,19.624992,105.413956
6.3070478,-0.955613,3.173401,9.295072,9.868234,19.623720,106.758736
6.3095393,-0.852627,3.283572,9.266331,9.867811,20.108009,104.556206
6.3120546,-0.749641,3.115921,9.244776,9.784518,19.119570,103.527374
6.3145723,-0.869392,3.247647,9.110655,9.711184,20.254999,104.986633
6.3170877,-0.938848,3.199746,9.120234,9.710741,20.083965,106.352386
6.3196030,-0.936453,3.159031,9.139395,9.715192,19.825098,106.511757
6.3221087,-0.881367,3.194956,9.139395,9.721784,19.932573,105.422157
6.3246036,-0.958008,3.226091,9.230406,9.824757,20.031441,106.539116
6.3271074,-0.977168,3.242857,9.098680,9.708602,20.417231,106.769096
6.3296256,-1.046624,3.118315,9.235196,9.803477,19.604229,108.553680
6.3321438,-1.084944,3.293152,9.266331,9.893778,20.514805,108.234703
6.3346620,-1.104104,3.240462,9.175321,9.793168,20.461002,108.815224
6.3371916,-0.998723,3.156636,9.148975,9.729622,19.894331,107.556770
6.3396974,-1.037043,3.159031,9.194480,9.777187,19.880938,108.173920
6.3422232,-1.068179,3.168611,9.314231,9.896262,19.748175,108.629608
6.3447447,-0.960403,3.262017,9.333391,9.933545,20.018335,106.405479
6.3472652,-0.965193,3.259622,9.479487,10.070621,19.728779,106.494331
6.3497996,-0.991538,3.175796,9.493857,10.059928,19.312265,107.339264
6.3523068,-0.955613,3.250042,9.541759,10.125272,19.546444,106.384964
6.3548250,-1.123264,3.058440,9.580078,10.118976,18.783176,110.166618
6.3573427,-0.936453,3.108736,9.697434,10.226506,18.510651,106.764015
6.3598461,-1.077759,3.111130,9.683064,10.227533,18.779516,109.107124
6.3623743,-1.015488,3.180586,9.845925,10.396614,18.731848,107.707092
6.3648944,-1.063389,3.058440,9.879456,10.396562,18.146767,109.172050
6.3674197,-0.979563,3.036885,10.001602,10.498298,17.695005,107.877380
6.3699398,-1.149609,3.029700,10.020762,10.531684,17.919977,110.779083
6.3724394,-1.049019,3.115921,9.960887,10.489455,18.266376,108.606529
6.3749733,-1.001118,3.154241,10.090218,10.619038,18.158003,107.608810
6.3774796,-0.960403,3.159031,10.202784,10.723742,17.932459,106.910225
6.3800097,-1.065784,3.070415,10.114168,10.623547,17.814512,109.142601
6.3825264,-1.070574,3.070415,10.047108,10.560206,17.933956,109.222336
6.3850374,-1.065784,3.068020,10.095008,10.604613,17.834538,109.156456
6.3875546,-1.118474,3.075205,10.013577,10.534686,18.096634,109.986687
6.3900800,-1.185535,3.091970,10.087823,10.617435,18.173098,110.978004
6.3926048,-1.171165,3.008145,10.118958,10.621387,17.693422,111.272514
6.3951197,-1.240620,3.068020,10.085427,10.614506,18.166384,112.017006
6.3976269,-1.221460,2.957849,10.059082,10.555850,17.647608,112.438446
6.4001431,-1.166375,2.967429,10.087823,10.579709,17.540026,111.457748
6.4026480,-1.262175,3.053650,9.944121,10.478713,18.380556,112.456940
6.4051723,-1.233435,3.032095,9.929751,10.455378,18.244955,112.136147
6.4076958,-1.152004,2.960244,10.071057,10.560130,17.505737,111.263931
6.4101968,-1.187930,3.075205,9.884246,10.419519,18.444996,111.121185
6.4127107,-1.089734,3.024910,9.941727,10.448709,17.921520,109.811729
6.4152308,-1.130449,3.024910,9.939331,10.450755,17.998714,110.491386
6.4177566,-1.168770,3.003355,9.912986,10.423697,18.009575,111.263733
6.4202719,-1.116079,3.077600,9.819580,10.350914,18.437731,109.932968
6.4227858,-1.123264,3.039280,9.781260,10.303980,18.328325,110.283424
6.4253025,-1.149609,3.075205,9.747730,10.285754,18.613661,110.497337
6.4278250,-1.202300,3.041675,9.680670,10.218252,18.667862,111.567680
6.4303412,-1.252595,3.094365,9.630374,10.192556,19.118391,112.038040
6.4328561,-1.276545,3.034490,9.539363,10.091439,19.039730,112.815460
6.4353714,-1.259780,3.058440,9.378897,9.945089,19.426634,112.386902
6.4378829,-1.204695,3.008145,9.390872,9.934218,19.037447,111.825005
6.4404130,-1.233435,2.981799,9.393267,9.932067,18.958979,112.472664
6.4429255,-1.312471,3.000960,9.204061,9.769497,19.588924,113.622177
6.4454408,-1.283731,2.957849,9.170530,9.720878,19.371977,113.461235
6.4479575,-1.283731,3.058440,9.165740,9.747452,19.894350,112.769440
6.4504733,-1.305286,3.027305,9.101074,9.679768,19.912107,113.324295
6.4529920,-1.365161,3.068020,9.053174,9.655898,20.351009,113.987381
6.4554992,-1.338816,3.051255,8.981323,9.579496,20.354761,113.690689
6.4580145,-1.348396,3.127896,9.103470,9.719829,20.513849,113.320259
6.4605217,-1.254990,3.151846,9.048384,9.663456,20.552532,111.711273
6.4630332,-1.384321,3.142266,9.086704,9.713823,20.700565,113.775833
6.4655509,-1.439407,3.159031,9.180110,9.814570,20.714386,114.496300
6.4680581,-1.353186,3.271597,9.163345,9.823510,21.124830,112.470787
6.4705696,-1.439407,3.240462,9.319021,9.970789,20.831179,113.950699
6.4730878,-1.499282,3.182981,9.304651,9.947651,20.713345,115.221878
6.4755940,-1.556763,3.259622,9.438772,10.106387,20.942226,115.528679
6.4781289,-1.501677,3.278782,9.438772,10.104250,20.910540,114.607712
6.4806309,-1.573528,3.182981,9.604029,10.239371,20.289743,116.305794
6.4831481,-1.532813,3.091970,9.491463,10.099389,19.981060,116.369438
6.4856701,-1.482517,3.182981,9.613608,10.234778,20.064344,114.974396
6.4881845,-1.468147,3.147056,9.754915,10.354602,19.595289,115.009727
6.4906964,-1.417852,3.135081,9.752520,10.341696,19.433369,114.335030
6.4932308,-1.477727,3.156636,9.843531,10.442371,19.498055,115.085869
6.4957471,-1.508862,3.075205,9.855506,10.433818,19.165653,116.135071
6.4982729,-1.549578,3.192561,9.881851,10.499743,19.754126,115.890610
6.5007906,-1.516047,3.180586,9.948912,10.554400,19.501698,115.485115
6.5033174,-1.492097,3.197351,10.001602,10.605727,19.431850,115.016891
6.5058255,-1.405877,3.259622,10.003997,10.615158,19.537022,113.330559
6.5083423,-1.353186,3.305127,9.970467,10.590806,19.707462,112.265190
6.5108690,-1.401086,3.194956,9.956097,10.549628,19.310717,113.678925
6.5133953,-1.336421,3.259622,9.929751,10.536181,19.534029,112.293274
6.5159140,-1.367556,3.242857,9.910591,10.516946,19.550833,112.865807
6.5184417,-1.451382,3.300337,9.826766,10.467285,20.147745,113.738342
6.5209565,-1.372346,3.381768,9.877061,10.529768,20.279478,112.087677
6.5234876,-1.314866,3.233277,9.800421,10.403422,19.603292,112.129936
6.5260134,-1.319656,3.250042,9.687855,10.303339,19.904123,112.099251
6.5285091,-1.346001,3.314707,9.678274,10.318333,20.286808,112.100563
6.5310197,-1.271755,3.357817,9.620794,10.268982,20.466122,110.743912
6.5335259,-1.250200,3.348238,9.508228,10.157761,20.600651,110.475159
6.5360398,-1.295706,3.326682,9.541759,10.187778,20.513655,111.280357
6.5385418,-1.401086,3.307522,9.448353,10.108121,20.815605,112.957809
6.5410576,-1.295706,3.259622,9.455538,10.085196,20.353258,111.677910
6.5435729,-1.322051,3.309917,9.364527,10.019867,20.837036,111.772812
6.5460944,-1.336421,3.388953,9.309442,9.996836,21.371243,111.521614
6.5486112,-1.372346,3.384163,9.275911,9.968873,21.489073,112.073547
6.5511270,-1.305286,3.345842,9.366921,10.031832,20.977684,111.311836
6.5536423,-1.302891,3.439248,9.340576,10.038541,21.491570,110.748192
6.5561495,-1.300496,3.456013,9.350157,10.052897,21.550257,110.621284
6.5586667,-1.288521,3.415298,9.307046,9.997282,21.415415,110.670441
6.5611720,-1.209485,3.376978,9.352551,10.016838,20.983599,109.705292
6.5636792,-1.259780,3.314707,9.261541,9.917181,20.950691,110.809685
6.5661821,-1.300496,3.391348,9.422008,10.097858,21.081474,110.980545
6.5687084,-1.250200,3.369793,9.414823,10.077569,20.895014,110.354958
6.5712261,-1.240620,3.365003,9.398057,10.059118,20.887487,110.238083
6.5737429,-1.245410,3.369793,9.400452,10.063550,20.915342,110.283340
6.5762548,-1.226250,3.357817,9.438772,10.093019,20.743044,110.061821
6.5787759,-1.312471,3.312312,9.426797,10.077623,20.704111,111.615456
6.5812931,-1.199905,3.238066,9.524993,10.131650,19.927843,110.332802
6.5838108,-1.295706,3.372188,9.400452,10.070700,21.021521,111.018425
6.5863400,-1.271755,3.429668,9.524993,10.203209,21.008198,110.345284
6.5888581,-1.266965,3.365003,9.515413,10.172096,20.700218,110.631981
6.5913777,-1.281335,3.515889,9.484278,10.195824,21.532110,110.023834
6.5938964,-1.353186,3.518284,9.649534,10.359679,21.337847,111.037514
6.5964141,-1.408272,3.472779,9.685459,10.385159,21.152227,112.073402
6.5989170,-1.494492,3.554209,9.771680,10.504839,21.532818,112.806030
6.6014333,-1.513652,3.561394,9.781260,10.518923,21.585003,113.026306
6.6039534,-1.580713,3.647615,9.821976,10.595987,22.035379,113.429749
6.6064682,-1.602268,3.575764,9.867481,10.616993,21.657824,114.136726
6.6089883,-1.609453,3.669170,9.922566,10.700956,21.988380,113.684288
6.6115069,-1.671724,3.647615,9.889036,10.672056,22.084717,114.622269
6.6140146,-1.511257,3.590134,9.855506,10.597357,21.565714,112.828529
6.6165333,-1.568738,3.638035,9.821976,10.590913,21.967447,113.325935
6.6190600,-1.508862,3.657195,9.752520,10.524419,22.080540,112.419754
6.6215892,-1.487307,3.585344,9.872271,10.607945,21.463840,112.530121
6.6241074,-1.458567,3.700305,9.860296,10.632268,21.967913,111.513107
6.6266255,-1.530418,3.681145,9.718989,10.504845,22.302801,112.574852
6.6291418,-1.365161,3.755391,9.754915,10.541584,22.275078,109.977234
6.6316490,-1.319656,3.657195,9.515413,10.279089,22.224958,109.841377
6.6341562,-1.310076,3.724256,9.524993,10.310764,22.513226,109.380264
6.6366544,-1.233435,3.681145,9.558523,10.316857,22.105028,108.524368
6.6391802,-1.295706,3.676355,9.467513,10.238566,22.378155,109.414650
6.6417131,-1.180745,3.788921,9.359736,10.166354,22.977516,107.308647
6.6442242,-1.228645,3.697910,9.249566,10.036861,22.844835,108.379265
6.6467481,-1.175955,3.776946,9.120234,9.941171,23.448147,107.294014
6.6492596,-1.209485,3.836822,9.232800,10.071179,23.543846,107.496468
6.6517839,-1.219065,3.836822,9.206455,10.048191,23.618977,107.626503
6.6543107,-1.245410,3.896697,9.062755,9.943280,24.294170,107.724228
6.6568427,-1.140029,3.908672,9.062755,9.935336,24.192478,106.260208
6.6593585,-1.113684,3.939807,9.074729,9.955555,24.283161,105.784256
6.6618762,-1.092129,4.011658,8.983719,9.899158,24.834669,105.229065
6.6643925,-1.022673,3.961362,8.962164,9.851834,24.536768,104.475533
6.6668482,-0.972378,4.040398,8.947793,9.865766,24.912281,103.531693
6.6693506,-1.010698,4.035608,8.909473,9.832922,25.030048,104.060242
6.6718678,-1.037043,4.083508,8.907078,9.853250,25.314598,104.249535
6.6743832,-0.974773,4.095484,8.861572,9.810740,25.411106,103.387970
6.6769023,-0.941243,4.045188,8.899893,9.821282,25.016726,103.098625
6.6794081,-0.833467,4.085904,8.890313,9.819722,25.129154,101.529358
6.6819153,-0.922083,4.064348,8.938213,9.862090,24.998291,102.782372
6.6844316,-0.843047,4.006868,9.134604,10.010330,24.144358,101.881752
6.6869411,-0.866997,4.095484,9.098680,10.015520,24.706881,101.952812
6.6894636,-0.833467,4.140989,9.170530,10.096588,24.731249,101.380013
6.6919799,-0.785566,4.198470,9.225616,10.166428,24.843481,100.597946
6.6945081,-0.843047,4.119434,9.405242,10.302381,24.088055,101.565941
6.6970243,-0.799937,4.133804,9.517808,10.407540,23.863653,100.951996
6.6995397,-0.835862,4.140989,9.544153,10.437304,23.875509,101.411858
6.7020559,-0.843047,4.172124,9.695040,10.588255,23.703085,101.423737
6.7045622,-0.886157,4.176914,9.680670,10.580513,23.800982,101.978035
6.7070775,-0.833467,4.217629,9.798025,10.699737,23.690985,101.178474
6.7095795,-0.859812,4.229605,9.845925,10.750399,23.670979,101.490753
6.7121053,-0.857417,4.284690,9.786050,10.717299,24.061575,101.316093
6.7146173,-0.843047,4.325406,9.944121,10.876829,23.900818,101.029015
6.7171402,-0.833467,4.294270,9.934542,10.854978,23.764990,100.983871
6.7196579,-0.807122,4.373306,9.857901,10.814595,24.281418,100.456642
6.7221618,-0.807122,4.241580,9.912986,10.812481,23.535971,100.773888
6.7246814,-0.795147,4.299060,9.901011,10.823318,23.824749,100.478905
6.7272120,-0.725691,4.315825,9.697434,10.639230,24.289455,99.544800
6.7297378,-0.720901,4.167334,9.587264,10.478645,23.803707,99.814384
6.7322536,-0.878972,4.203259,9.620794,10.535638,24.053289,101.811302
6.7347636,-0.819097,4.227210,9.491463,10.422480,24.401583,100.966171
6.7372799,-0.756826,4.232000,9.393267,10.330347,24.592777,100.139259
6.7397890,-0.814307,4.346961,9.287886,10.287079,25.462200,100.610123
6.7422924,-0.821492,4.208049,9.239985,10.186258,24.891972,101.046303
6.7447925,-0.780776,4.342171,9.182506,10.187368,25.662338,100.193565
6.7473073,-0.740061,4.356541,9.079519,10.097762,25.951929,99.641006
6.7498288,-0.711321,4.303850,8.931028,9.939435,26.032551,99.384750
6.7523432,-0.732876,4.430786,8.890313,9.960253,26.800856,99.391998
6.7548728,-0.764011,4.478687,8.842413,9.941359,27.194880,99.680801
6.7573895,-0.687371,4.485872,8.772957,9.877262,27.352419,98.711678
6.7599044,-0.692161,4.596043,8.626861,9.799255,28.314323,98.564339
6.7624264,-0.601150,4.572093,8.516690,9.685010,28.433750,97.490425
6.7649126,-0.661025,4.576882,8.509504,9.684858,28.521254,98.218231
6.7674279,-0.653840,4.622388,8.487949,9.687067,28.810953,98.051117
6.7699456,-0.581990,4.593647,8.401729,9.593193,28.860073,97.220589
6.7724628,-0.541274,4.672683,8.454419,9.674924,29.091000,96.607582
6.7749839,-0.443079,4.631968,8.353828,9.562317,29.117968,95.464096
6.7775016,-0.455054,4.622388,8.277188,9.491332,29.298901,95.622398
6.7800155,-0.450264,4.682263,8.262817,9.507916,29.652021,95.492882
6.7825356,-0.356858,4.720584,8.334668,9.585299,29.596371,94.323120
6.7850795,-0.356858,4.770879,8.298743,9.579028,29.963358,94.277710
6.7875900,-0.287402,4.732559,8.260423,9.524405,29.854753,93.475235
6.7901044,-0.330513,4.833149,8.241262,9.559653,30.448158,93.912056
6.7926111,-0.292192,4.799619,8.190968,9.498088,30.415054,93.483765
6.7951193,-0.208367,4.940926,8.310719,9.670791,30.754875,92.414825
6.7976356,-0.143701,4.871470,8.270002,9.599209,30.511238,91.689651
6.8001628,-0.186812,4.916975,8.224498,9.584044,30.891090,92.175804
6.8026881,-0.165256,4.976851,8.375383,9.743891,30.733652,91.901810
6.8052011,-0.122146,4.888235,8.353828,9.679681,30.341797,91.431396
6.8077188,-0.143701,4.943321,8.370594,9.722341,30.574905,91.665108
6.8102336,0.009580,4.952900,8.485555,9.825271,30.271557,89.889175
6.8127499,-0.045505,4.960086,8.629255,9.953320,29.891277,90.525635
6.8152652,-0.088616,5.063072,8.722662,10.085999,30.136848,91.002708
6.8177795,0.023950,5.108577,8.825647,10.197557,30.063953,89.731384
6.8203049,0.033530,5.103787,8.983719,10.332327,29.602097,89.623589
6.8227987,0.031135,5.096602,9.170530,10.491661,29.063951,89.649986
6.8253064,0.069456,5.110972,9.316627,10.626683,28.750795,89.221428
6.8278275,0.057480,5.218748,9.388477,10.741608,29.069729,89.368958
6.8303523,0.019160,5.158872,9.517808,10.826034,28.458887,89.787201
6.8328681,0.129331,5.098997,9.539363,10.817390,28.133131,88.547058
6.8353839,0.023950,5.146897,9.651929,10.938503,28.069054,89.733383
6.8379011,0.105381,5.180428,9.812395,11.096442,27.836584,88.834641
6.8404188,0.112566,5.120552,9.886642,11.134560,27.386488,88.740662
6.8429413,0.172441,5.149292,9.831555,11.099749,27.656565,88.081978
6.8454595,0.153281,5.130132,9.879456,11.133077,27.452082,88.288589
6.8479781,0.146096,5.134922,9.788445,11.054522,27.690603,88.370293
6.8504968,0.244292,5.149292,9.668694,10.957123,28.065323,87.283821
6.8530140,0.277822,5.185217,9.565708,10.884229,28.494907,86.933044
6.8555322,0.316143,5.170847,9.410032,10.741802,28.834089,86.501328
6.8580508,0.488584,5.110972,9.182506,10.520416,29.211138,84.539398
6.8605590,0.486189,5.166058,9.012459,10.399468,29.931005,84.623604
